"date","tow.id","swept.area","swept.area.method"
"2021-08-03","GP206F",2512,"model"
"2021-08-03","GP198F",2258,"model"
"2021-08-03","GP191F",2399,"model"
"2021-08-03","GP179F",2370,"model"
"2021-08-04","GP176F",2642,"model"
"2021-08-04","GP158F",2512,"model"
"2021-08-04","GP149F",2749,"model"
"2021-08-04","GP127F",2401,"model"
"2021-08-04","GP123F",2787,"model"
"2021-08-04","GP147F",2624,"model"
"2021-08-04","GP159F",2188,"model"
"2021-08-04","GP184F",2309,"model"
"2021-08-04","GP174F",2433,"model"
"2021-08-04","GP170F",2357,"model"
"2021-08-04","GP162F",2625,"model"
"2021-08-05","GP154A2",2493,"model"
"2021-08-05","GP133F",2264,"model"
"2021-08-05","GP141F",2218,"model"
"2021-08-05","GP128A1",2165,"model"
"2021-08-06","GP099F",2030,"model"
"2021-08-06","GP094F",1625,"model"
"2021-08-06","GP077F",2568,"model"
"2021-08-06","GP084F",2176,"model"
"2021-08-06","GP113A2",2416,"model"
"2021-08-06","GP125F",2998,"model"
"2021-08-06","GP150F",2494,"model"
"2021-08-07","GP124F",3384,"model"
"2021-08-07","GP105A2",2493,"model"
"2021-08-07","GP080A1",3835,"model"
"2021-08-07","GP088A2",2165,"model"
"2021-08-07","GP068F",2453,"model"
"2021-08-07","GP076F",3031,"model"
"2021-08-07","GP061F",2866,"model"
"2021-08-08","GP049F",2874,"model"
"2021-08-08","GP036F",1915,"model"
"2021-08-08","GP026F",2774,"model"
"2021-08-08","GP024F",2781,"model"
"2021-08-08","GP016F",2302,"model"
"2021-08-08","GP019F",2066,"model"
"2021-08-08","GP023F",2182,"average"
"2021-08-08","GP025F",2700,"model"
"2021-08-08","GP044F",1808,"model"
"2021-08-08","GP046F",2000,"model"
"2021-08-08","GP067F",3294,"model"
"2021-08-09","GP048F",2792,"model"
"2021-08-09","GP066F",3402,"model"
"2021-08-09","GP050A1",3563,"model"
"2021-08-09","GP047F",2398,"model"
"2021-08-09","GP032F",1710,"model"
"2021-08-09","GP028F",2032,"model"
"2021-08-09","GP018F",2507,"model"
"2021-08-09","GP022A1",2738,"model"
"2021-08-09","GP031F",2790,"model"
"2021-08-10","GP030F",2318,"model"
"2021-08-10","GP040F",2474,"model"
"2021-08-10","GP042F",2102,"model"
"2021-08-10","GP041F",3103,"model"
"2021-08-10","GP052F",2412,"model"
"2021-08-10","GP051F",1923,"model"
"2021-08-10","GP069F",2519,"model"
"2021-08-10","GP062F",1924,"model"
"2021-08-10","GP045F",1860,"model"
"2021-08-11","GP053F",2269,"model"
"2021-08-11","GP043A1",2809,"model"
"2021-08-16","GP009F",2379,"average"
"2021-08-16","GP011F",2379,"average"
"2021-08-16","GP008F",1992,"model"
"2021-08-17","GP001F",2760,"model"
"2021-08-17","GP003F",2426,"model"
"2021-08-17","GP004F",2013,"model"
"2021-08-17","GP002F",1695,"model"
"2021-08-17","GP006F",2262,"model"
"2021-08-17","GP005F",2952,"model"
"2021-08-17","GP007F",2344,"model"
"2021-08-17","GP010F",3696,"model"
"2021-08-17","GP012F",2346,"model"
"2021-08-17","GP013F",2070,"model"
"2021-08-18","GP015F",2672,"average"
"2021-08-18","GP017F",2275,"model"
"2021-08-18","GP021F",2786,"average"
"2021-08-18","GP020F",2786,"average"
"2021-08-18","GP014F",1993,"model"
"2021-08-18","GP029F",3668,"model"
"2021-08-18","GP034A2",3464,"model"
"2021-08-18","GP033F",2814,"model"
"2021-08-18","GP027F",2755,"model"
"2021-08-18","GP038F",3487,"model"
"2021-08-19","GP035F",3359,"model"
"2021-08-19","GP054F",2514,"model"
"2021-08-19","GP064F",2801,"model"
"2021-08-19","GP056FR",2575,"model"
"2021-08-19","GP074F",3830,"model"
"2021-08-19","GP057F",3217,"model"
"2021-08-19","GP059F",3208,"model"
"2021-08-19","GP065F",2470,"model"
"2021-08-19","GP086F",3691,"model"
"2021-08-19","GP073F",3341,"model"
"2021-08-19","GP058F",2527,"model"
"2021-08-20","GP037F",2808,"model"
"2021-08-20","GP055A1",3274,"model"
"2021-08-20","GP071F",2095,"model"
"2021-08-20","GP075F",3329,"model"
"2021-08-20","GP089A1",3706,"model"
"2021-08-20","GP114F",3798,"model"
"2021-08-20","GP126F",3043,"model"
"2021-08-20","GP101F",3001,"model"
"2021-08-21","GP082F",3591,"model"
"2021-08-21","GP060F",2030,"model"
"2021-08-21","GP087F",3667,"model"
"2021-08-21","GP100F",3575,"model"
"2021-08-21","GP092F",2991,"model"
"2021-08-21","GP110F",3195,"model"
"2021-08-21","GP136F",2672,"model"
"2021-08-21","GP129F",2418,"model"
"2021-08-22","GP093F",3484,"model"
"2021-08-22","GP070F",3693,"model"
"2021-08-22","GP063F",3686,"model"
"2021-08-22","GP095F",3999,"model"
"2021-08-22","GP111F",3487,"model"
"2021-08-22","GP135F",3273,"model"
"2021-08-22","GP131F",3485,"model"
"2021-08-22","GP145F",3656,"model"
"2021-08-22","GP137F",2826,"model"
"2021-08-22","GP119F",3282,"model"
"2021-08-22","GP102A1",3609,"model"
"2021-08-23","GP090F",4194,"model"
"2021-08-23","GP079FR",4419,"model"
"2021-08-23","GP104F",2959,"model"
"2021-08-23","GP091F",3737,"model"
"2021-08-23","GP108A1",2857,"model"
"2021-08-23","GP132F",2765,"model"
"2021-08-23","GP148A1",2711,"model"
"2021-08-23","GP140F",3798,"model"
"2021-08-23","GP117A1",3206,"model"
"2021-08-24","GP097F",3439,"average"
"2021-08-24","GP116F",3431,"model"
"2021-08-24","GP146A2",2669,"model"
"2021-08-24","GP160F",2853,"average"
"2021-08-24","GP161F",2687,"model"
"2021-08-24","GP151A1",3274,"model"
"2021-08-24","GP164F",3157,"model"
"2021-08-24","GP163F",3009,"model"
"2021-08-25","GP232F",1559,"model"
"2021-08-31","GP255F",2629,"model"
"2021-08-31","GP246A1",2637,"model"
"2021-08-31","GP244F",3002,"model"
"2021-08-31","GP229F",2534,"model"
"2021-08-31","GP215A1",2921,"model"
"2021-08-31","GP210F",2493,"average"
"2021-09-01","GP221F",2633,"model"
"2021-09-01","GP177F",2945,"model"
"2021-09-01","GP190F",3256,"model"
"2021-09-01","GP188F",2681,"average"
"2021-09-01","GP196A1",2998,"model"
"2021-09-01","GP182F",2619,"model"
"2021-09-01","GP194F",3065,"model"
"2021-09-01","GP186F",2183,"model"
"2021-09-01","GP167F",2071,"model"
"2021-09-01","GP173F",2808,"average"
"2021-09-02","GP225F",2582,"model"
"2021-09-04","GP222F",2606,"model"
"2021-09-04","GP205F",3767,"model"
"2021-09-04","GP213F",2696,"model"
"2021-09-04","GP224F",2264,"model"
"2021-09-05","GP239F",2234,"model"
"2021-09-05","GP253F",2714,"model"
"2021-09-05","GP242F",2477,"model"
"2021-09-05","GP228F",2488,"model"
"2021-09-05","GP216F",2548,"model"
"2021-09-05","GP195F",2541,"model"
"2021-09-05","GP171F",2848,"model"
"2021-09-05","GP155F",2502,"model"
"2021-09-06","GP118F",3299,"model"
"2021-09-06","GP143A1",2647,"model"
"2021-09-06","GP157F",2418,"model"
"2021-09-06","GP172F",3335,"model"
"2021-09-06","GP183F",3187,"model"
"2021-09-06","GP200F",2643,"model"
"2021-09-08","GP291F",2794,"model"
"2021-09-08","GP275F",2758,"model"
"2021-09-08","GP252F",3450,"model"
"2021-09-08","GP279A1",2426,"model"
"2021-09-08","GP285F",1867,"model"
"2021-09-13","GP297F",2556,"model"
"2021-09-13","GP296F",2848,"model"
"2021-09-13","GP288F",3171,"model"
"2021-09-13","GP283F",3287,"model"
"2021-09-13","GP274F",2734,"model"
"2021-09-13","GP272F",2370,"average"
"2021-09-13","GP267F",2322,"model"
"2021-09-13","GP256F",1907,"model"
"2021-09-14","GP254F",1836,"model"
"2021-09-14","GP241F",3053,"model"
"2021-09-14","GP231F",2570,"model"
"2021-09-14","GP238F",2272,"average"
"2021-09-14","GP262F",3008,"model"
"2021-09-14","GP264F",1989,"model"
"2021-09-14","GP271F",2348,"average"
"2021-09-14","GP270F",1969,"model"
"2021-09-14","GP266F",1951,"model"
"2021-09-15","GP294F",3154,"model"
"2021-09-15","GP277F",1835,"model"
"2021-09-15","GP284F",2575,"model"
"2021-09-15","GP276F",2113,"model"
"2021-09-15","GP280F",1647,"model"
"2021-09-16","GP175A1",3095,"model"
"2021-09-16","GP168F",3401,"model"
"2021-09-16","GP178F",2953,"model"
"2021-09-16","GP193F",2530,"model"
"2021-09-16","GP209F",2800,"model"
"2021-09-16","GP204A1",2714,"model"
"2021-09-17","GP217F",2628,"average"
"2021-09-17","GP218F",2740,"model"
"2021-09-17","GP236A1",2454,"model"
"2021-09-17","GP223F",2457,"model"
"2021-09-17","GP247F",2853,"model"
"2021-09-17","GP258F",2671,"model"
"2021-09-17","GP281F",2664,"model"
"2021-09-17","GP278F",2700,"model"
"2021-09-18","GP301F",2500,"average"
"2021-09-18","GP289F",2500,"average"
"2021-09-18","GP298F",3118,"model"
"2021-09-18","GP292F",2476,"model"
"2021-09-18","GP286F",3023,"model"
"2021-09-18","GP299F",3111,"model"
"2021-09-18","GP302F",2743,"model"
"2021-09-18","GP304F",3265,"model"
"2021-09-18","GP305F",2991,"average"
"2021-09-18","GP306F",3043,"average"
"2021-09-18","GP319F",3043,"average"
"2021-09-20","GP330F",2617,"model"
"2021-09-20","GP336F",2235,"model"
"2021-09-20","GP340F",1965,"model"
"2021-09-20","GP339F",2007,"model"
"2021-09-20","GP343F",3337,"model"
"2021-09-21","GP349F",2050,"model"
"2021-09-21","GP355F",3020,"model"
"2021-09-21","GP348F",2717,"average"
"2021-09-21","GP347F",3472,"model"
"2021-09-21","GP345F",2612,"model"
"2021-09-21","GP337F",2564,"model"
"2021-09-21","GP338F",2008,"model"
"2021-09-21","GP328F",1719,"model"
"2021-09-21","GP321F",2000,"model"
"2021-09-21","GP314F",2465,"model"
"2021-09-22","GP318F",3096,"model"
"2021-09-22","GP309F",3116,"average"
"2021-09-22","GP322F",3806,"model"
"2021-09-22","GP327F",3888,"model"
"2021-09-22","GP332F",2855,"model"
"2021-09-22","GP317F",3228,"model"
"2021-09-22","GP307F",3067,"average"
"2021-09-22","GP311F",3253,"model"
"2021-09-22","GP329F",2909,"model"
"2021-09-22","GP333F",3477,"model"
"2021-09-22","GP308F",2262,"model"
"2021-09-22","GP310F",2099,"model"
