 13082008 E     3 0070001 1116.10***** 29.43* 4 ** **00000000 **1*1****1 LL 04831497 06306929 118 * 83 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070002 1 87.25***** 20.27* 3M** **00000000 ********** LL 04831497 06306929 118 * 68 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070003 1 68.39***** 13.08* 3M** **00000000 *1*****1** LL 04831497 06306929 118 * 68 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070004 1 68.90***** 14.28* 4 ** **00000000 *****1**1* LL 04831497 06306929 118 * 50 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070005 1 67.47***** 13.55* 1 ** **00000000 *******1** LL 04831497 06306929 118 * 63 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070006 1 63.04***** 15.88* 1 ** **00000000 ******1*** LL 04831497 06306929 118 * 63 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070007 1 63.26***** 12.62* 3 ** **00000000 ********** LL 04831497 06306929 118 * 62 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070008 1 67.50***** 13.99* 3M** **00000000 ******1*** LL 04831497 06306929 118 * 65 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070009 1 59.25***** 10.73* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070010 1 70.72***** 14.13* 1 ** **00000000 ********** LL 04831497 06306929 118 * 68 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070011 1 56.38***** 10.19* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070012 1 63.10***** 10.29* 1 ** **00000000 ********** LL 04831497 06306929 118 * 58 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070013 1 63.85***** 12.97* 5 ** **00000000 ********** LL 04831497 06306929 118 * 60 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070014 1 54.20***** 10.33* 3 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070029 1 34.56*****  4.97* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070030 1 36.61*****  5.27* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070031 1 36.00*****  5.15* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070032 1 39.96*****  5.61* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070033 1 38.46*****  5.37* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070034 1 36.56*****  5.17* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070035 1 36.87*****  5.65* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070036 1 37.63*****  5.65* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070037 1 34.54*****  4.76* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070038 1 36.64*****  5.33* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070039 1 29.46*****  4.03* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070040 1 35.88*****  4.53* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070041 1 34.61*****  4.99* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070042 1 25.83*****  3.17* 1 ** **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070043 2 48.5423.84 ****** 1  3 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070044 2 50.3625.15 ****** 1  3 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070045 2 50.0925.41 ****** 1  3 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070046 2 47.9124.73 ****** 1  3 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070047 2 50.1724.33 ****** 1  3 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070048 2 48.3324.89 ****** 1  3 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070049 2 43.8120.21 ****** 1  3 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070050 2 45.3121.10 ****** 1  2 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070051 2 49.7525.26 ****** 1  3 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070052 2 43.6421.39 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070053 2 37.1417.06 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070054 2 38.2717.70 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070055 2 35.8715.80 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070056 2 38.9617.50 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070057 2 38.1617.21 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070058 2 34.4116.05 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070059 2 35.7615.40 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070060 2 38.3917.47 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070061 2 40.1319.42 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070062 2 38.8117.57 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070063 2 39.2717.36 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070064 2 39.2617.83 ****** 1  3 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070065 2 35.2815.91 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070066 2 37.5818.17 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070067 2 38.2817.61 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070068 2 32.4814.64 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070069 2 38.5017.57 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070070 2 39.9418.84 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070071 2 37.1616.29 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070072 2 38.1916.86 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070073 2 34.0214.55 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070074 2 33.2314.21 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070075 2 39.8517.96 ****** 1  3 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070076 2 38.7319.47 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070077 2 36.4418.28 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070078 2 39.9018.59 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070079 2 34.1215.81 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070080 2 39.6118.89 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070081 2 37.8817.59 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070082 2 33.9114.39 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070083 2 36.3216.09 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070084 2 39.6618.06 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070085 2 37.8716.79 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070086 2 35.9515.93 ****** 1  2 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070087 2 38.1016.99 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070088 2 38.2916.97 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070089 2 41.7918.74 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070090 2 33.6814.92 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070091 2 37.2517.24 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070092 2 35.9715.59 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070093 2 38.9317.84 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070094 2 37.2816.91 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070095 2 37.4917.91 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070096 2 37.9117.36 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070097 2 48.2023.70 ****** 1  2 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070098 2 57.9639.64 ****** 2 ** 2400000000 *1**1***** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070099 2 57.2940.41 ****** 2 ** 2400000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0070100 2 10.39 3.05 ****** 1  1 **00000000 ********** LL 04831497 06306929 118 **** ****       J. CHIASSON/S. ALBERT ***** *               
