 14081997 12    3 0100001 1   110*****    23* 1 ** **00000000 ********** LC 014965.0 030495.1  44 * 46 ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100073 2    58   39 ****** 3 ** 2400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100074 2    63   43 ****** 3 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100075 2    64   43 ****** 3 ** 2400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100076 2    63   44 ****** 3 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100077 2    67   46 ****** 3 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100078 2    68   48 ****** 3 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100079 2    63   47 ****** 3 ** 2400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100080 2    60   41 ****** 3 ** 1400000000 ***1****** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100081 2    64   44 ****** 3 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100082 2    74   49 ****** 3 ** 1400000000 ********1* LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100083 2    68   46 ****** 3 ** 1400000000 ******1*** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100084 2    67   47 ****** 3 ** 1400000000 *******1** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100085 2    68   49 ****** 3 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100086 2    62   41 ****** 3 ** 1400000000 ******1*** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100087 2    59   40 ****** 3 ** 1400000000 ***1****** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100088 2    67   47 ****** 3 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100089 2    63   43 ****** 3 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100090 2    68   48 ****** 4 ** 2400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100091 2    62   42 ****** 4 ** 1400000000 ***11*1**1 LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100092 2    75   53 ****** 4 ** 1100000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100093 2    73   53 ****** 4 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100094 2    77   53 ****** 4 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100095 2    69   52 ****** 4 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100096 2    66   45 ****** 4 ** 1400000000 *****1**** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100097 2    63   44 ****** 4 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100098 2    64   45 ****** 4 ** 2400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100099 2    58   40 ****** 4 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100100 2    69   50 ****** 4 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100101 2    66   43 ****** 3 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100102 2    65   45 ****** 3 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100103 2    61   40 ****** 2 ** 1400000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100104 2    46   22 ****** 1  3 **00000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100105 2    24***** ****** 1  1 **00000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100106 2    25***** ****** 1  1 **00000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
 14081997 12    3 0100107 2    26***** ****** 1  1 **00000000 ********** LC 014965.0 030495.1  44 **** ****       A. HEBERT/S. ALBERT   ***** *                
