 09081994 12    3 0070001 1   120*****    27* 1 ** **00000000 ******1*** LC 014882.9 029878.5  44 * 51 ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070049 2    61   40 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070050 2    62   42 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070051 2    62   42 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070052 2    58   36 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070053 2    62   43 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070054 2    58   42 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070055 2    62   42 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070056 2    61   43 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070057 2    62   42 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070058 2    63   41 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070059 2    52   34 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070060 2    58   39 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070061 2    60   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070062 2    57   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070063 2    57   39 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070064 2    60   42 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070065 2    58   37 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070066 2    59   38 ****** 4 ** 1400000000 ****11**** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070067 2    66   43 ****** 4 ** 1400000000 1********* LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070068 2    64   41 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070069 2    60   40 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070070 2    56   37 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070071 2    53   37 ****** 4 ** 1400000000 ***1****** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070072 2    61   42 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070073 2    64   43 ****** 4 ** 1400000000 *1******** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070074 2    59   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070075 2    57   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070076 2    56   38 ****** 4 ** 1400000000 ******1*** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070077 2    60   42 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070078 2    54   37 ****** 4 ** 1400000000 1****1**** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070079 2    45   30 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070080 2    64   43 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070081 2    65   45 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070082 2    57   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070083 2    61   42 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070084 2    52   34 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070085 2    58   39 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070086 2    58   40 ****** 4 ** 2400000000 ****1***** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070087 2    61   40 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070088 2    54   34 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070089 2    58   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070090 2    54   35 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070091 2    58   37 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070092 2    59   39 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070093 2    62   39 ****** 4 ** 1400000000 *********1 LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070094 2    64   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070095 2    58   39 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070096 2    67   43 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070097 2    53   35 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070098 2    57   37 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070099 2    51   36 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070100 2    57   39 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070101 2    62   43 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070102 2    57   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070103 2    62   42 ****** 4 ** 1400000000 *1******** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070104 2    56   39 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070105 2    67   46 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070106 2    56   40 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070107 2    64   42 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070108 2    67   43 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070109 2    62   42 ****** 4 ** 1400000000 *1******** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070110 2    59   39 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070111 2    60   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070112 2    75   49 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070113 2    62   42 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070114 2    62   41 ****** 4 ** 2400000000 *1******** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070115 2    61   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070116 2    59   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070117 2    58   38 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070118 2    58   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070119 2    59   37 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070120 2    55   37 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070121 2    58   38 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070122 2    64   44 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070123 2    60   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070124 2    57   37 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070125 2    57   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070126 2    53   37 ****** 4 ** 1400000000 *1******** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070127 2    62   42 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070128 2    57   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070129 2    57   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070130 2    63   45 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070131 2    60   41 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070132 2    61   39 ****** 4 ** 1400000000 *1******** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070133 2    60   40 ****** 4 ** 2400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070134 2    63   42 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070135 2    56   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070136 2    64   43 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070137 2    58   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070138 2    62   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070139 2    61   40 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070140 2    55   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070141 2    57   38 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070142 2    52   37 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070143 2    59   41 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070144 2    53   36 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070145 2    50   34 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070146 2    58   41 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070147 2    52   32 ****** 4 ** 1400000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 09081994 12    3 0070148 2    25***** ****** 1  1 **00000000 ********** LC 014882.9 029878.5  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
