 27081994 19    3 0100001 1   109*****    25* 4 ** **00000000 1********1 LC 014492.9 029056.3  43 * 79 ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100021 2    67   47 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100022 2    67   47 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100023 2    62   40 ****** 4 ** 1400000000 ******1*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100024 2    72   46 ****** 4 ** *000000000 **1******* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100025 2    72   47 ****** 4 ** 1400000000 1********* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100026 2    72   48 ****** 4 ** 1400000000 *******1** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100027 2    63   43 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100028 2    58   40 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100029 2    68   45 ****** 4 ** 2400000000 ***11***** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100030 2    70   49 ****** 4 ** *000000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100031 2    64   44 ****** 4 ** 1100000000 *11******* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100032 2    64   45 ****** 4 ** 1400000000 *1******** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100033 2    72   52 ****** 4 ** 1100000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100034 2    73   48 ****** 4 ** 1200000000 *1***1***1 LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100035 2    70   47 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100036 2    73   47 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100037 2    67   46 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100038 2    54   36 ****** 4 ** 1400000000 ****11**** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100039 2    58   39 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100040 2    72   49 ****** 4 ** 1200000000 ******1*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100041 2    60   41 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100042 2    70   47 ****** 4 ** 2400000000 ********1* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100043 2    59   39 ****** 4 ** 1400000000 ******1*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100044 2    66   46 ****** 4 ** 1400000000 ******1*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100045 2    68   46 ****** 4 ** 1200000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100046 2    74   48 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100047 2    70   48 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100048 2    63   45 ****** 4 ** 4400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100049 2    70   47 ****** 4 ** 1400000000 *******1*1 LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100050 2    64   43 ****** 4 ** 1400000000 *****1**** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100051 2    58   40 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100052 2    63   43 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100053 2    79   52 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100054 2    70   47 ****** 4 ** 1400000000 *1******1* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100055 2    70   47 ****** 4 ** 1400000000 *1******1* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100056 2    67   42 ****** 4 ** 4400000000 1****11*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100057 2    70   46 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100058 2    65   45 ****** 4 ** 2400000000 *1******** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100059 2    62   39 ****** 4 ** 1400000000 *1******** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100060 2    67   47 ****** 4 ** 4400000000 *1******1* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100061 2    62   42 ****** 4 ** 2400000000 *********1 LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100062 2    73   48 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100063 2    73   48 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100064 2    71   47 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100065 2    71   49 ****** 4 ** 1400000000 ******1*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100066 2    68   46 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100067 2    68   45 ****** 4 ** 1400000000 *1******** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100068 2    62   43 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100069 2    67   49 ****** 4 ** 2100000000 **1******* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100070 2    69   44 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100071 2    54   37 ****** 4 ** 1400000000 *1****11** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100072 2    56   37 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100073 2    55   36 ****** 4 ** 1200000000 ********1* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100074 2    65   44 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100075 2    62   42 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100076 2    64   45 ****** 4 ** 1200000000 1********* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100077 2    67   45 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100078 2    72   50 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100079 2    72   47 ****** 5 ** 4400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100080 2    72   48 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100081 2    63   45 ****** 4 ** 1400000000 ***11***** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100082 2    70   46 ****** 4 ** 1400000000 ****1***** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100083 2    70   50 ****** 4 ** 1400000000 **1*1***** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100084 2    68   47 ****** 4 ** 1400000000 1******1** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100085 2    70   48 ****** 4 ** 4400000000 *1*1****** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100086 2    74   50 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100087 2    64   44 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100088 2    69   48 ****** 4 ** 2400000000 *1******** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100089 2    69   46 ****** 4 ** *000000000 ***11***** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100090 2    66   43 ****** 4 ** 1400000000 *1******** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100091 2    67   46 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100092 2    70   51 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100093 2    72   48 ****** 4 ** 1200000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100094 2    72   47 ****** 4 ** *000000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100095 2    68   48 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100096 2    73   50 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100097 2    66   45 ****** 4 ** 1200000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100098 2    63   43 ****** 4 ** 1100000000 *1******** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100099 2    63   43 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100100 2    71   46 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100101 2    68   48 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100102 2    62   42 ****** 4 ** 1400000000 **1******* LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100103 2    63   44 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100104 2    66   45 ****** 4 ** 2200000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100105 2    70   46 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100106 2    70   45 ****** 4 ** 1200000000 ***1****** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100107 2    65   47 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100108 2    60   40 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100109 2    64   43 ****** 4 ** 2200000000 ***11***** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100110 2    74   51 ****** 4 ** 2400000000 **1****1** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100111 2    68   48 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100112 2    63   43 ****** 4 ** 1400000000 *1******** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100113 2    70   47 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100114 2    71   50 ****** 4 ** *000000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100115 2    65   47 ****** 4 ** 1400000000 *1***11*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100116 2    59   39 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100117 2    67   46 ****** 4 ** 1400000000 *1*****1** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100118 2    68   48 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100119 2    77   50 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100120 2    68   47 ****** 4 ** *000000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100121 2    73   47 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100122 2    70   47 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100123 2    64   44 ****** 4 ** 2400000000 ******1*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100124 2    67   47 ****** 4 ** 1200000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100125 2    67   44 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100126 2    60   41 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100127 2    67   47 ****** 4 ** 2400000000 **1***1**1 LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100128 2    68   46 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100129 2    73   50 ****** 4 ** *000000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100130 2    58   41 ****** 4 ** 2400000000 *1******** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100131 2    63   43 ****** 4 ** 1400000000 *****11*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100132 2    68   45 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100133 2    65   45 ****** 4 ** 2400000000 1**1**1*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100134 2    58   40 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100135 2    55   40 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100136 2    61   41 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100137 2    68   46 ****** 4 ** 1100000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100138 2    69   44 ****** 4 ** 1100000000 ***11***** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100139 2    74   49 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100140 2    60   38 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100141 2    56   39 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100142 2    63   42 ****** 4 ** 1400000000 ***1111*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100143 2    67   44 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100144 2    72   47 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100145 2    73   49 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100146 2    71   48 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100147 2    60   40 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100148 2    63   43 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100149 2    75   48 ****** 4 ** *000000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100150 2    60   43 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100151 2    73   47 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100152 2    53   37 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100153 2    64   43 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100154 2    60   40 ****** 4 ** 2400000000 ***11***** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100155 2    61   41 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100156 2    58   40 ****** 4 ** 4400000000 **11**1111 LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100157 2    65   42 ****** 4 ** 1400000000 ****111*** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100158 2    57   37 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100159 2    59   42 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100160 2    56   35 ****** 4 ** 1400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100161 2    60   40 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100162 2    55   40 ****** 4 ** 2400000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100163 2    60   40 ****** 4 ** 1100000000 1******1*1 LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
 27081994 19    3 0100164 2    55   28 ****** 1  3 **00000000 ********** LC 014492.9 029056.3  43 **** ****       A. HEBERT/C. ALBERT   ***** *                
