C1200,C1224,C1510,C1600,C1810,C1823,C1827,C1930,C2893,C3100,C3200,C3700,C4200,C8113,C8200,C8300,C8324,C8500,C9200,C9300,C9302,C9303,C9304,C9400,C9630,class_data,DATE,GPnum,GPnum_wt_year,Location,P1200,P1224,P1510,P1600,P1810,P1823,P1827,P1930,P2893,P3100,P3200,P3700,P4200,P8113,P8200,P8300,P8324,P8500,P9200,P9300,P9302,P9303,P9304,P9400,P9630,TCseapen,TCsponge,TCsponge2,timestamp,TPseapen,TPsponge,TPsponge2,TRAWLNUM,TWseapen,TWsponge,TWsponge2,W1200,W1224,W1510,W1600,W1810,W1823,W1827,W1930,W2893,W3100,W3200,W3700,W4200,W8113,W8200,W8300,W8324,W8500,W9200,W9300,W9302,W9303,W9304,W9400,W9630
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-11,GP043F,G21_GP043F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-11 06:41:51,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-11,GP043A1,G21_GP043A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-11 07:14:58,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,GP009F,G21_GP009F,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2021-08-16 17:53:03,,1,,1,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-16,GP011F,G21_GP011F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-16 18:46:37,,,,2,,,,,,,,,,,,,,,,,,,,,1.48,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,GP008F,G21_GP008F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16 20:17:12,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4,,,,,,,,,,2021-08-17,GP001F,G21_GP001F,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,2021-08-17 05:53:36,,1,,1,,0.23,,,,,,,,,,,,,,,,,,0.05,,,,,,,,
,,,,,,,,,,,,,,,,6,,,,,,,,,,2021-08-17,GP003F,G21_GP003F,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,2021-08-17 07:41:18,,1,,2,,0.09,,,,,,,,,,,,,,,,,,0.27,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-17,GP004F,G21_GP004F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-17 08:46:12,,,,3,,,,,,,,,,,,,,,,,,,,,0.82,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17,GP002F,G21_GP002F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17 09:18:12,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,6,1,,,,,,,,,2021-08-17,GP006F,G21_GP006F,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,2021-08-17 10:44:57,,,,5,,,,,,,,,,,,,,,,,,,0.28,0.19,2.96,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17,GP005F,G21_GP005F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17 12:04:46,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17,GP007F,G21_GP007F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17 13:40:54,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,,,,,,,,,,,,,,,,,,,,2021-08-17,GP010F,G21_GP010F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,2021-08-17 14:56:58,,1,,8,,9.92,,,,,,,0.13,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17,GP012F,G21_GP012F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-17 16:31:03,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,,,,,,,,,,,2021-08-17,GP013F,G21_GP013F,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2021-08-17 17:34:53,,,,10,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18,GP015F,G21_GP015F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 05:07:16,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,,,,,,,,,2021-08-18,GP017F,G21_GP017F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-18 06:57:02,,,,2,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18,GP021F,G21_GP021F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 07:47:59,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18,GP020F,G21_GP020F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 09:11:46,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18,GP014F,G21_GP014F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 10:06:08,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,1,,,,,,,,,2021-08-18,GP029F,G21_GP029F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-08-18 11:12:21,,1,,6,,8.36,,,,,,,0.85,,,,,,,,,,,,0.38,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18,GP034F,G21_GP034F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 12:55:42,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18,GP034A1,G21_GP034A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 13:59:27,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18,GP034A2,G21_GP034A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 14:46:51,,1,,9,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,,2021-08-18,GP033F,G21_GP033F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 16:50:30,,,,10,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-18,GP027F,G21_GP027F,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2021-08-18 18:16:20,,,,11,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,,2021-08-18,GP038F,G21_GP038F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 19:16:05,,,,12,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,
,,,,,168,,,,,,,,,,1,,,,,,,,,,,2021-08-19,GP035F,G21_GP035F,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-08-19 06:00:28,,1,,1,,13.99,,,,,,,25.31,,,,,,,,,,0.05,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,,2021-08-19,GP054F,G21_GP054F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-08-19 06:54:46,,,,2,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,,,,,,,,,,2021-08-19,GP064F,G21_GP064F,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2021-08-19 08:13:09,,1,,3,,0.57,,,,,,,,,,,,,,,,,,0.13,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-19,GP056F,G21_GP056F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-19 09:21:59,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,2,,,,,,,,,2021-08-19,GP056Fr,G21_GP056FR,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,2021-08-19 10:09:38,,1,,5,,0.04,,,,,,,,,,,,,,,,,,0.04,2.04,,,,,,,
,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-19,GP074F,G21_GP074F,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,2021-08-19 11:38:38,,1,,6,,5.96,,,,,,,,,,,,,,,,,0.02,,,,,,,,,
,,,,,9,,,,,,,,,,,2,,,,,,,,,,2021-08-19,GP057F,G21_GP057F,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,2021-08-19 12:29:12,,1,,7,,3.87,,,,,,,0.79,,,,,,,,,,,0.05,,,,,,,,
,,,,,38,,,,,,,,,,,,1,,,,,,,,,2021-08-19,GP059F,G21_GP059F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,2021-08-19 14:57:48,,1,,8,,0.05,,,,,,,3.28,,,,,,,,,,,,0.1,,,,,,,
,,,,,2,,,,,,,,,,,,1,,,,,,,,,2021-08-19,GP065F,G21_GP065F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-08-19 15:27:04,,,,9,,,,,,,,,0.12,,,,,,,,,,,,0.12,,,,,,,
,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-19,GP086F,G21_GP086F,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2021-08-19 16:53:56,,1,,10,,3,,,,,,,,,,,,,,,,,0.11,,,,,,,,,
,,,,,1,,,,,,,,,,,,,,,,,,,,,2021-08-19,GP073F,G21_GP073F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-08-19 18:12:49,,,,11,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-19,GP058F,G21_GP058F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-19 19:13:55,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20,GP037F,G21_GP037F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20 06:15:50,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20,GP055F,G21_GP055F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20 06:56:46,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38,,,,,,,,,,1,,,,,,,,,,,2021-08-20,GP055A1,G21_GP055A1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-08-20 07:53:48,,,,3,,,,,,,,,4.28,,,,,,,,,,0.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20,GP071F,G21_GP071F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20 09:20:50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,,,,,,,,,1,,,,,,,,,,,2021-08-20,GP075F,G21_GP075F,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-08-20 11:09:15,,,,5,,,,,,,,,0.02,,,,,,,,,,0.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20,GP089F,G21_GP089F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20 12:18:40,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20,GP089A1,G21_GP089A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20 13:34:28,,1,,7,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-20,GP114F,G21_GP114F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-20 15:17:16,,,,8,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,
,,,,,1,,,,,,,,,,,,1,,,,,,,,,2021-08-20,GP126F,G21_GP126F,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-08-20 18:10:45,,,,9,,,,,,0.84,,,0.14,,,,,,,,,,,,0.59,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20,GP101F,G21_GP101F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20 18:53:10,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-21,GP082F,G21_GP082F,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-21 05:14:18,,1,,1,,18.89,,,,0.06,,,,,,,,,,,,,,,0.46,,,,,,,
,,,,,,,,,,,,,,,,,3,,,,,,,,,2021-08-21,GP060F,G21_GP060F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-21 07:05:41,,,,2,,,,,,,,,,,,,,,,,,,,,1.64,,,,,,,
,,1,,,2,,,,,,,,,,2,,2,,,,,,,,,2021-08-21,GP087F,G21_GP087F,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,2021-08-21 08:24:36,,1,,3,,0.63,,,,0.04,,,0.23,,,,,,,,,,0.27,,0.63,,,,,,,
,,,,,1,,,,,,,,,,,,,,,,,,,,,2021-08-21,GP100F,G21_GP100F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-08-21 10:14:28,,1,,4,,0.43,,,,,,,0.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-21,GP092F,G21_GP092F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-21 11:23:53,,1,,5,,0.53,,,,,,,,,,,,,,,,,,,1.12,,,,,,,
,,,,,23,,,,,,,,,,,,2,,,,,,,,,2021-08-21,GP110F,G21_GP110F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-08-21 13:17:22,,1,,6,,0.29,,,,,,,2.83,,,,,,,,,,,,2.87,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,GP136F,G21_GP136F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21 14:54:28,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-21,GP129F,G21_GP129F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-21 16:27:25,,,,8,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,GP144F,G21_GP144F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21 17:29:18,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,GP144A1,G21_GP144A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21 18:28:36,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21,GP142A2,G21_GP142A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-21 20:17:24,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,GP093F,G21_GP093F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22 06:01:52,,1,,1,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,,2021-08-22,GP070F,G21_GP070F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-08-22 07:47:34,,1,,2,,0.21,,,,,,,0.2,,,,,,,,,,,,,,,,,,,
,,,,,1,,,,,,,,,,,,,,,,,,,,,2021-08-22,GP063F,G21_GP063F,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,2021-08-22 08:21:07,,,,3,,,,,,,0.01,,0.07,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,GP095F,G21_GP095F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22 09:24:19,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,35,,,,,,,,,,1,,,,,,,,,,,2021-08-22,GP111F,G21_GP111F,,,,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-08-22 11:16:43,,1,,5,,1.47,,,,0.01,0.04,,8.76,,,,,,,,,,0.03,,,,,,,,,
,,,,,19,,,,,,,,,,1,,,,,,,,,,,2021-08-22,GP135F,G21_GP135F,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-08-22 11:51:38,,,,6,,,,,,,,,2.08,,,,,,,,,,0.17,,,,,,,,,
,,,,,,,,,,,,,,,,,2,,,,,,,,,2021-08-22,GP131F,G21_GP131F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-22 12:54:14,,,,7,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,,2021-08-22,GP145F,G21_GP145F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-08-22 13:55:51,,1,,8,,0.36,,,,,,,0.75,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,GP137F,G21_GP137F,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22 14:55:03,,1,,9,,0.39,,,,0.14,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-22,GP119F,G21_GP119F,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2021-08-22 17:34:47,,1,,10,,0.07,,,,,,,,,,,,,,,,,0.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22,GP102F,G21_GP102F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-22 18:04:22,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-22,GP102A1,G21_GP102A1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-22 18:44:54,,,,12,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-23,GP090F,G21_GP090F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-23 05:38:53,,,,1,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,GP079F,G21_GP079F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23 06:45:35,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,GP079FR,G21_GP079FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23 07:46:45,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,,,,,,,,,2021-08-23,GP104F,G21_GP104F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-23 08:32:31,,,,4,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,
,,,,,2,,,,,,,,,,1,,,,,,,,,,,2021-08-23,GP091F,G21_GP091F,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-08-23 09:48:48,,,,5,,,,,,,,,0.28,,,,,,,,,,0.07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,GP108F,G21_GP108F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23 11:01:48,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,2,,,,,,,,,2021-08-23,GP108A1,G21_GP108A1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-08-23 12:16:51,,1,,7,,0.09,,,,,,,0.37,,,,,,,,,,,,1.35,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,GP132F,G21_GP132F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23 13:14:39,,1,,8,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,GP148F,G21_GP148F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23 14:19:12,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,1,,,,,,,,,,2021-08-23,GP148A1,G21_GP148A1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,2021-08-23 16:53:33,,,,10,,,,,,0.49,,,,,,,,,,,,,,0.08,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,GP140F,G21_GP140F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23 17:22:49,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,,,,,,,,,,,2021-08-23,GP117A1,G21_GP117A1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,2021-08-23 18:51:08,,,,12,,,,,,,0.07,,,,,,,,,,,,0.18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23,GP117F,G21_GP117F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23 21:14:08,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,2,,,,,,,,,,,2021-08-24,GP097F,G21_GP097F,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,2021-08-24 06:31:51,,1,,1,,0.16,,,,0.13,,,,,,,,,,,,,0.13,,,,,,,,,
,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,2021-08-24,GP116F,G21_GP116F,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,2021-08-24 07:14:09,,1,,2,,0.35,,,,,0.04,,0.17,,,,,,,,,,0.03,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24,GP146F,G21_GP146F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24 08:33:05,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24,GP146A1,G21_GP146A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24 09:26:25,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,,,,,,2021-08-24,GP146A2,G21_GP146A2,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,2021-08-24 10:15:52,,,,5,,,,,,1.36,,,,,,,,,,,,,0.06,0.18,0.84,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-24,GP160F,G21_GP160F,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2021-08-24 11:29:34,,,,6,,,,,,0.12,,,,,,,,,,,,,,0.06,1.03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24,GP161F,G21_GP161F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24 12:18:57,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24,GP151F,G21_GP151F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24 13:30:52,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,,,,,,,,,,,2021-08-24,GP151A1,G21_GP151A1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,2021-08-24 16:19:52,,1,,9,,0.48,,,,,,,,,,,,,,,,,0.63,0.35,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-24,GP164F,G21_GP164F,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-08-24 18:06:01,,,,10,,,,,,0.04,,,,,,,,,,,,,,,1.04,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-24,GP163F,G21_GP163F,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,2021-08-24 19:14:07,,,,11,,,,,,1.27,,,,,,,,,,,,,,0.05,4.16,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-25,GP212A1,G21_GP212A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-25 06:17:26,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-25,GP212A2,G21_GP212A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-25 06:34:33,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,3,,,,,,,,,2021-08-25,GP232F,G21_GP232F,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-08-25 07:24:21,,,,3,,,,,,0.27,,,0.13,,,,,,,,,,,,2.23,,,,,,,
,,,,,31,,,,,,,,,,,,1,,,,,,,,,2021-08-31,GP255F,G21_GP255F,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,2021-08-31 07:17:59,,,,1,,,,,,,,,4.67,,,,,,,,,,,1.09,0.64,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP246F,G21_GP246F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 08:30:54,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-08-31,GP246A1,G21_GP246A1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2021-08-31 09:53:36,,,,3,,,,,,,,,,,,,,,,,,,,0.46,3.34,,,,,,,
,,,,,2,,,,,,,,,,,,2,,,,,,,,,2021-08-31,GP244F,G21_GP244F,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,2021-08-31 10:55:29,,,,4,,,,,,,,,0.28,,,,,,,,,,,0.11,3.84,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP229F,G21_GP229F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 11:51:01,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP229A1,G21_GP229A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 13:14:07,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP229A2,G21_GP229A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 13:47:40,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
