 14071993 12    3 0010001 1    77*****    17* 4 ** **00000000 ****1***** LC 015054.7 030417.2  41 * 45 ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010176 2    48   31 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010177 2    56   37 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010178 2    51   32 ****** 4 ** 1400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010179 2    49   32 ****** 4 ** 1400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010180 2    47   32 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010181 2    49   33 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010182 2    60   42 ****** 4 ** 1200000000 **1**1*1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010183 2    60   38 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010184 2    57   37 ****** 4 ** 1400000000 ****11**** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010185 2    45   31 ****** 4 ** 1400000000 ***11****1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010186 2    61   40 ****** 4 ** 1200000000 ***11***** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010187 2    51   34 ****** 4 ** 1400000000 *****11*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010188 2    52   35 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010189 2    52   35 ****** 4 ** 1400000000 *******1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010190 2    55   37 ****** 4 ** 1400000000 *1******1* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010191 2    57   40 ****** 4 ** 1400000000 *1***1***1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010192 2    47   31 ****** 4 ** 1400000000 *******1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010193 2    52   35 ****** 4 ** 1400000000 **1*****1* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010194 2    37   17 ****** 1  1 **00000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010195 2    35   15 ****** 1  1 **00000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010196 2    35   17 ****** 1  1 **00000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010197 2    25   10 ****** 1  1 **00000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010198 2    26   10 ****** 1  1 **00000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010199 1    20*****   2.3* 1 ** **00000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010200 1    57*****    12* 4 ** **00000000 ********** LC 015054.7 030417.2  41 * 46 ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010201 1    70*****    15* 4 ** **00000000 ********** LC 015054.7 030417.2  41 * 53 ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010202 1    70*****    15* 4 ** **00000000 ******11** LC 015054.7 030417.2  41 * 49 ****       C.ALBERT/A.HEBERT     ***** *                
