 23071993 12    3 0060001 1    94*****    20* 3 ** **00000000 **1******* LC 014897.3 029580.0  47 * 90 ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060020 1    81*****    18* 3M** **00000000 ********** LC 014897.3 029580.0  47 * 88 ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060021 1    86*****    20* 3M** **00000000 *1*11****1 LC 014897.3 029580.0  47 * 82 ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060022 1    62*****    12* 3M** **00000000 ****1***2* LC 014897.3 029580.0  47 * 70 ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060023 1    64*****    13* 3M** **00000000 *1******** LC 014897.3 029580.0  47 * 62 ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060024 1    61*****    12* 3M** **00000000 ****1*1*** LC 014897.3 029580.0  47 * 68 ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060025 1    25***** ****** 1 ** **00000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060026 2    57   37 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060027 2    60   40 ****** 3 ** 1400000000 **1**11*** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060028 2    55   37 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060029 2    54   35 ****** 3 ** 2400000000 ******1*** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060030 2    53   36 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060031 2    56   39 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060032 2    59   40 ****** 3 ** 2400000000 *****1**1* LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060033 2    58   38 ****** 3 ** 1400000000 1********* LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060034 2    59   41 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060035 2    57   38 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060036 2    60   41 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060037 2    52   36 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060038 2    62   42 ****** 3 ** 1400000000 ***1****** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060039 2    62   41 ****** 3 ** 2400000000 *********1 LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060040 2    54   34 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060041 2    52   35 ****** 3 ** 2400000000 *********1 LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060042 2    62   42 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060043 2    54   36 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060044 2    56   37 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060045 2    60   38 ****** 3 ** 1400000000 ********1* LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060046 2    58   39 ****** 3 ** 1400000000 ******1*** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060047 2    61   42 ****** 3 ** 1400000000 ******1*** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060048 2    50   33 ****** 3 ** 2400000000 *********1 LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060049 2    49   34 ****** 3 ** 1400000000 ****1**1** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060050 2    47   32 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060051 2    55   37 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060052 2    60   39 ****** 3 ** 1400000000 *******1** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060053 2    54   35 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060054 2    56   36 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060055 2    62   40 ****** 3 ** 1400000000 *1*******1 LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060056 2    52   34 ****** 3 ** 1400000000 *********1 LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060057 2    57   36 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060058 2    52   36 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060059 2    58   39 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060060 2    52   36 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060061 2    58   39 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060062 2    57   39 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060063 2    60   40 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060064 2    55   36 ****** 3 ** 1400000000 ***11***** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060065 2    47   31 ****** 3 ** 1400000000 ****1***** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060066 2    56   37 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060067 2    59   39 ****** 3 ** 2400000000 ****1***** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060068 2    55   35 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060069 2    52   35 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060070 2    58   40 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060071 2    57   36 ****** 3 ** 1400000000 ***1****1* LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060072 2    57   37 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060073 2    74   50 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060074 2    51   34 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060075 2    64   44 ****** 3 ** 1400000000 *1******** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060076 2    64   43 ****** 3 ** 1400000000 ***11**1*1 LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060077 2    56   39 ****** 3 ** 2400000000 ******1*** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060078 2    50   33 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060079 2    49   33 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060080 2    57   37 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060081 2    67   45 ****** 3 ** 1400000000 *1******1* LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060082 2    57   37 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060083 2    43   30 ****** 3 ** 2400000000 ******1**1 LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060084 2    47   30 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060085 2    59   39 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060086 2    52   35 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060087 2    54   35 ****** 3 ** 2400000000 *********1 LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060088 2    52   35 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060089 2    46   31 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060090 2    64   43 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060091 2    63   43 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060092 2    63   44 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060093 2    57   39 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060094 2    69   47 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060095 2    58   38 ****** 3 ** 1400000000 *********1 LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060096 2    51   33 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060097 2    55   36 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060098 2    58   39 ****** 3 ** 1200000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060099 2    61   41 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060100 2    56   39 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060101 2    65   44 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060102 2    63   44 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060103 2    50   33 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060104 2    61   41 ****** 3 ** 2400000000 ****1***** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060105 2    57   38 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060106 2    57   37 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060107 2    55   37 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060108 2    61   41 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060109 2    55   36 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060110 2    52   35 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060111 2    65   45 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060112 2    55   37 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060113 2    55   36 ****** 3 ** 1400000000 *****1**** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060114 2    50   32 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060115 2    64   44 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060116 2    60   39 ****** 3 ** 1400000000 ******1*** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060117 2    47   33 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060118 2    48   31 ****** 3 ** 1400000000 ******1*** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060119 2    47   31 ****** 3 ** 2400000000 ******1*** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060120 2    55   36 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060121 2    60   39 ****** 3 ** 1400000000 ********1* LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060122 2    55   38 ****** 3 ** 2400000000 ***1****** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060123 2    52   34 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060124 2    55   37 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060125 2    61   38 ****** 3 ** 2400000000 ***1****** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060126 2    55   39 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060127 2    58   38 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060128 2    50   33 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060129 2    55   35 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060130 2    55   37 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060131 2    52   34 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060132 2    57   37 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060133 2    67   46 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060134 2    68   46 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060135 2    60   41 ****** 3 ** 2400000000 ***1****** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060136 2    57   37 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060137 2    54   36 ****** 3 ** 2400000000 ******1*** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060138 2    58   40 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060139 2    54   35 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060140 2    59   40 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060141 2    58   38 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060142 2    59   39 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060143 2    60   42 ****** 3 ** 1400000000 *****1**** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060144 2    57   37 ****** 3 ** 1400000000 ****1**11* LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060145 2    57   37 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060146 2    57   38 ****** 3 ** 1400000000 ****1***** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060147 2    55   38 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060148 2    60   40 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060149 2    47   30 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060150 2    50   32 ****** 3 ** 1400000000 ********1* LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060151 2    57   38 ****** 3 ** 2400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060152 2    49   34 ****** 3 ** 1400000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060153 2    27***** ****** 1  1 **00000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060154 2    27***** ****** 1  1 **00000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060155 2    30***** ****** 1  1 **00000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060156 2    28***** ****** 1  1 **00000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060157 2    30***** ****** 1  1 **00000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060158 2    26***** ****** 1  1 **00000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060159 2    27***** ****** 1  1 **00000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
 23071993 12    3 0060160 2    26***** ****** 1  1 **00000000 ********** LC 014897.3 029580.0  47 **** ****       C.ALBERT/A.HEBERT     ***** *                
