measurements::GPnum,measurements::Species,measurements::Measurement,measurements::Measurementnum,measurements::One hundred flag,measurements::One hundred message,measurements::dataentrybox Measure,measurements::Measurement transformed,measurements::Measurement comment,measurements::Datetime
GP354F,10,241.9mm,28,0,,,241.9,,2023-07-10 05:34:45
GP354F,10,208.5mm,29,0,,,208.5,,2023-07-10 05:34:48
GP354F,10,320.9mm,30,0,,,320.9,,2023-07-10 05:34:51
GP354F,10,235.0mm,31,0,,,235.0,,2023-07-10 05:34:54
GP354F,10,233.5mm,32,0,,,233.5,,2023-07-10 05:34:57
GP354F,10,234.2mm,33,0,,,234.2,,2023-07-10 05:34:59
GP354F,10,250.8mm,34,0,,,250.8,,2023-07-10 05:35:03
GP354F,10,244.9mm,35,0,,,244.9,,2023-07-10 05:35:05
GP354F,10,310.6mm,36,0,,,310.6,,2023-07-10 05:35:08
GP354F,10,221.8mm,37,0,,,221.8,,2023-07-10 05:35:11
GP354F,10,223.2mm,38,0,,,223.2,,2023-07-10 05:35:15
GP354F,10,258.2mm,39,0,,,258.2,,2023-07-10 05:35:18
GP354F,10,229.4mm,40,0,,,229.4,,2023-07-10 05:35:22
GP354F,10,251.4mm,41,0,,,251.4,,2023-07-10 05:35:26
GP354F,10,214.6mm,42,0,,,214.6,,2023-07-10 05:35:29
GP354F,10,236.7mm,43,0,,,236.7,,2023-07-10 05:35:32
GP354F,10,293.6mm,44,0,,,293.6,,2023-07-10 05:35:36
GP354F,10,323.3mm,45,0,,,323.3,,2023-07-10 05:35:39
GP354F,10,334.4mm,46,0,,,334.4,,2023-07-10 05:35:42
GP354F,10,229.0mm,47,0,,,229.0,,2023-07-10 05:35:45
GP354F,10,260.9mm,48,0,,,260.9,,2023-07-10 05:35:47
GP354F,10,357.3mm,49,0,,,357.3,,2023-07-10 05:35:50
GP354F,10,230.1mm,50,0,,,230.1,,2023-07-10 05:35:53
GP354F,10,237.6mm,51,0,,,237.6,,2023-07-10 05:35:56
GP354F,10,253.7mm,52,0,,,253.7,,2023-07-10 05:35:59
GP354F,10,230.5mm,53,0,,,230.5,,2023-07-10 05:36:02
GP354F,10,227.5mm,54,0,,,227.5,,2023-07-10 05:36:05
GP354F,10,251.8mm,55,0,,,251.8,,2023-07-10 05:36:08
GP354F,10,328.9mm,56,0,,,328.9,,2023-07-10 05:36:11
GP354F,10,260.2mm,57,0,,,260.2,,2023-07-10 05:36:14
GP354F,10,205.5mm,58,0,,,205.5,,2023-07-10 05:36:17
GP354F,10,252.3mm,59,0,,,252.3,,2023-07-10 05:36:20
GP354F,10,298.4mm,60,0,,,298.4,,2023-07-10 05:36:22
GP354F,10,243.0mm,61,0,,,243.0,,2023-07-10 05:36:25
GP354F,10,303.1mm,62,0,,,303.1,,2023-07-10 05:36:28
GP354F,10,226.8mm,63,0,,,226.8,,2023-07-10 05:36:31
GP354F,10,234.0mm,64,0,,,234.0,,2023-07-10 05:36:33
GP354F,10,311.9mm,65,0,,,311.9,,2023-07-10 05:36:36
GP354F,10,288.6mm,66,0,,,288.6,,2023-07-10 05:36:39
GP354F,10,274.6mm,67,0,,,274.6,,2023-07-10 05:36:42
GP354F,10,196.7mm,68,0,,,196.7,,2023-07-10 05:36:45
GP354F,10,255.6mm,69,0,,,255.6,,2023-07-10 05:36:48
GP354F,10,232.4mm,70,0,,,232.4,,2023-07-10 05:36:51
GP354F,10,210.3mm,71,0,,,210.3,,2023-07-10 05:36:54
GP354F,10,287.9mm,72,0,,,287.9,,2023-07-10 05:36:57
GP354F,10,234.2mm,73,0,,,234.2,,2023-07-10 05:37:00
GP354F,10,358.4mm,74,0,,,358.4,,2023-07-10 05:37:05
GP354F,10,281.8mm,75,0,,,281.8,,2023-07-10 05:37:08
GP354F,10,214.1mm,76,0,,,214.1,,2023-07-10 05:37:13
GP354F,10,217.0mm,77,0,,,217.0,,2023-07-10 05:37:18
GP354F,10,246.9mm,78,0,,,246.9,,2023-07-10 05:37:24
GP354F,10,233.4mm,79,0,,,233.4,,2023-07-10 05:37:27
GP354F,10,256.6mm,80,0,,,256.6,,2023-07-10 05:37:32
GP354F,10,209.3mm,81,0,,,209.3,,2023-07-10 05:37:36
GP354F,40,337.7mm,1,0,,,337.7,,2023-07-10 05:38:06
GP354F,40,359.9mm,2,0,,,359.9,,2023-07-10 05:38:12
GP354F,40,191.2mm,3,0,,,191.2,,2023-07-10 05:38:16
GP354F,40,221.6mm,4,0,,,221.6,,2023-07-10 05:38:20
GP354F,40,260.0mm,5,0,,,260.0,,2023-07-10 05:38:23
GP354F,40,214.9mm,6,0,,,214.9,,2023-07-10 05:38:25
GP354F,40,201.7mm,7,0,,,201.7,,2023-07-10 05:38:28
GP354F,340,94.9mm,1,0,,,94.9,,2023-07-10 05:38:43
GP354F,340,101.2mm,2,0,,,101.2,,2023-07-10 05:38:48
GP354F,340,121.0mm,3,0,,,121.0,,2023-07-10 05:38:51
GP354F,340,102.6mm,4,0,,,102.6,,2023-07-10 05:38:55
,,,,,,,,,
GP353F,12,540.8mm,1,0,,,540.8,,2023-07-10 08:02:03
GP353F,12,516.7mm,2,0,,,516.7,,2023-07-10 08:02:26
GP353F,12,616.3mm,3,0,,,616.3,,2023-07-10 08:02:32
GP353F,12,516.2mm,4,0,,,516.2,,2023-07-10 08:02:37
GP353F,12,587.4mm,5,0,,,587.4,,2023-07-10 08:02:42
GP353F,12,400.2mm,6,0,,,400.2,,2023-07-10 08:02:46
GP353F,12,327.3mm,7,0,,,327.3,,2023-07-10 08:02:49
GP353F,12,458.1mm,8,0,,,458.1,,2023-07-10 08:02:53
GP353F,12,545.8mm,9,0,,,545.8,,2023-07-10 08:02:56
GP353F,12,410.6mm,10,0,,,410.6,,2023-07-10 08:03:02
GP353F,23,246.5mm,1,0,,,246.5,,2023-07-10 08:03:21
GP353F,23,241.4mm,2,0,,,241.4,,2023-07-10 08:03:38
GP353F,23,243.4mm,3,0,,,243.4,,2023-07-10 08:03:41
GP353F,23,216.2mm,4,0,,,216.2,,2023-07-10 08:03:45
GP353F,23,249.2mm,5,0,,,249.2,,2023-07-10 08:03:48
GP353F,23,235.8mm,6,0,,,235.8,,2023-07-10 08:03:52
GP353F,23,221.9mm,7,0,,,221.9,,2023-07-10 08:03:55
GP353F,23,239.4mm,8,0,,,239.4,,2023-07-10 08:03:58
GP353F,23,239.2mm,9,0,,,239.2,,2023-07-10 08:04:02
GP353F,23,235.7mm,10,0,,,235.7,,2023-07-10 08:04:08
GP353F,23,254.5mm,11,0,,,254.5,,2023-07-10 08:04:10
GP353F,23,239.1mm,12,0,,,239.1,,2023-07-10 08:04:13
GP353F,23,228.6mm,13,0,,,228.6,,2023-07-10 08:04:17
GP353F,23,231.7mm,14,0,,,231.7,,2023-07-10 08:04:20
GP353F,23,223.3mm,15,0,,,223.3,,2023-07-10 08:04:22
GP353F,23,248.6mm,16,0,,,248.6,,2023-07-10 08:04:26
GP353F,23,255.8mm,17,0,,,255.8,,2023-07-10 08:04:29
GP353F,23,229.2mm,18,0,,,229.2,,2023-07-10 08:04:32
GP353F,23,209.9mm,19,0,,,209.9,,2023-07-10 08:04:34
GP353F,23,260.9mm,20,0,,,260.9,,2023-07-10 08:04:38
GP353F,23,258.5mm,21,0,,,258.5,,2023-07-10 08:04:41
GP353F,23,226.2mm,22,0,,,226.2,,2023-07-10 08:04:46
GP353F,23,227.2mm,23,0,,,227.2,,2023-07-10 08:04:50
GP353F,23,243.7mm,24,0,,,243.7,,2023-07-10 08:04:52
GP353F,23,236.0mm,25,0,,,236.0,,2023-07-10 08:04:56
GP353F,23,256.0mm,26,0,,,256.0,,2023-07-10 08:05:00
GP353F,23,236.6mm,27,0,,,236.6,,2023-07-10 08:05:03
GP353F,23,268.5mm,28,0,,,268.5,,2023-07-10 08:05:06
GP353F,23,230.1mm,29,0,,,230.1,,2023-07-10 08:05:09
GP353F,23,237.7mm,30,0,,,237.7,,2023-07-10 08:05:13
GP353F,23,236.2mm,31,0,,,236.2,,2023-07-10 08:05:16
GP353F,23,232.1mm,32,0,,,232.1,,2023-07-10 08:05:20
GP353F,23,215.0mm,33,0,,,215.0,,2023-07-10 08:05:23
GP353F,23,234.5mm,34,0,,,234.5,,2023-07-10 08:05:26
GP353F,23,230.2mm,35,0,,,230.2,,2023-07-10 08:05:30
GP353F,23,210.1mm,36,0,,,210.1,,2023-07-10 08:05:33
GP353F,23,255.4mm,37,0,,,255.4,,2023-07-10 08:05:36
GP353F,23,246.9mm,38,0,,,246.9,,2023-07-10 08:05:43
GP353F,23,248.5mm,39,0,,,248.5,,2023-07-10 08:05:45
GP353F,23,235.4mm,40,0,,,235.4,,2023-07-10 08:05:50
GP353F,23,262.3mm,41,0,,,262.3,,2023-07-10 08:05:53
GP353F,23,233.7mm,42,0,,,233.7,,2023-07-10 08:05:56
GP353F,23,259.5mm,43,0,,,259.5,,2023-07-10 08:06:00
GP353F,23,273.1mm,44,0,,,273.1,,2023-07-10 08:06:03
GP353F,23,237.1mm,45,0,,,237.1,,2023-07-10 08:06:06
GP353F,23,230.2mm,46,0,,,230.2,,2023-07-10 08:06:15
GP353F,23,239.3mm,47,0,,,239.3,,2023-07-10 08:06:18
GP353F,23,222.7mm,48,0,,,222.7,,2023-07-10 08:06:21
GP353F,23,232.8mm,49,0,,,232.8,,2023-07-10 08:06:24
GP353F,23,262.5mm,50,0,,,262.5,,2023-07-10 08:06:29
GP353F,23,286.5mm,51,0,,,286.5,,2023-07-10 08:06:33
GP353F,23,232.5mm,52,0,,,232.5,,2023-07-10 08:06:37
GP353F,23,226.3mm,53,0,,,226.3,,2023-07-10 08:06:40
GP353F,23,247.4mm,54,0,,,247.4,,2023-07-10 08:06:43
GP353F,23,259.7mm,55,0,,,259.7,,2023-07-10 08:06:46
GP353F,23,227.7mm,56,0,,,227.7,,2023-07-10 08:06:50
GP353F,23,233.7mm,57,0,,,233.7,,2023-07-10 08:06:53
GP353F,23,255.0mm,58,0,,,255.0,,2023-07-10 08:06:56
GP353F,23,230.2mm,59,0,,,230.2,,2023-07-10 08:07:00
GP353F,23,238.1mm,60,0,,,238.1,,2023-07-10 08:07:03
GP353F,23,243.5mm,61,0,,,243.5,,2023-07-10 08:07:06
GP353F,23,232.0mm,62,0,,,232.0,,2023-07-10 08:07:10
GP353F,23,242.9mm,63,0,,,242.9,,2023-07-10 08:07:13
GP353F,23,223.7mm,64,0,,,223.7,,2023-07-10 08:07:17
GP353F,23,243.6mm,65,0,,,243.6,,2023-07-10 08:07:23
GP353F,23,230.4mm,66,0,,,230.4,,2023-07-10 08:07:29
GP353F,23,229.3mm,67,0,,,229.3,,2023-07-10 08:07:33
GP353F,23,239.3mm,68,0,,,239.3,,2023-07-10 08:07:37
GP353F,23,226.9mm,69,0,,,226.9,,2023-07-10 08:07:40
GP353F,23,238.7mm,70,0,,,238.7,,2023-07-10 08:07:43
GP353F,23,237.7mm,71,0,,,237.7,,2023-07-10 08:07:46
GP353F,23,224.9mm,72,0,,,224.9,,2023-07-10 08:07:51
GP353F,23,249.6mm,73,0,,,249.6,,2023-07-10 08:07:54
GP353F,23,241.3mm,74,0,,,241.3,,2023-07-10 08:07:57
GP353F,23,234.2mm,75,0,,,234.2,,2023-07-10 08:08:00
GP353F,23,244.0mm,76,0,,,244.0,,2023-07-10 08:08:03
GP353F,23,239.0mm,77,0,,,239.0,,2023-07-10 08:08:06
GP353F,23,231.5mm,78,0,,,231.5,,2023-07-10 08:08:10
GP353F,23,257.7mm,79,0,,,257.7,,2023-07-10 08:08:13
GP353F,23,231.9mm,80,0,,,231.9,,2023-07-10 08:08:16
GP353F,23,233.8mm,81,0,,,233.8,,2023-07-10 08:08:19
GP353F,23,239.0mm,82,0,,,239.0,,2023-07-10 08:08:26
GP353F,23,240.1mm,83,0,,,240.1,,2023-07-10 08:08:30
GP353F,23,233.5mm,84,0,,,233.5,,2023-07-10 08:08:34
GP353F,23,204.2mm,85,0,,,204.2,,2023-07-10 08:08:37
GP353F,23,241.4mm,86,0,,,241.4,,2023-07-10 08:08:41
GP353F,23,241.1mm,87,0,,,241.1,,2023-07-10 08:08:45
GP353F,23,253.7mm,88,0,,,253.7,,2023-07-10 08:08:48
GP353F,23,253.2mm,89,0,,,253.2,,2023-07-10 08:08:52
GP353F,23,223.0mm,90,0,,,223.0,,2023-07-10 08:08:56
GP353F,23,245.3mm,91,0,,,245.3,,2023-07-10 08:09:00
GP353F,23,240.8mm,92,0,,,240.8,,2023-07-10 08:09:07
GP353F,23,236.6mm,93,0,,,236.6,,2023-07-10 08:09:11
GP353F,23,235.7mm,94,0,,,235.7,,2023-07-10 08:09:14
GP353F,23,235.3mm,95,0,,,235.3,,2023-07-10 08:09:17
GP353F,23,256.3mm,96,0,,,256.3,,2023-07-10 08:09:20
GP353F,23,274.6mm,97,0,,,274.6,,2023-07-10 08:09:25
GP353F,23,263.3mm,98,0,,,263.3,,2023-07-10 08:09:28
GP353F,23,271.2mm,99,0,,,271.2,,2023-07-10 08:09:31
GP353F,23,216.7mm,100,0,,,216.7,,2023-07-10 08:09:34
GP353F,201,463.2mm,1,0,,,463.2,,2023-07-10 08:10:56
GP353F,201,584.2mm,2,0,,,584.2,,2023-07-10 08:11:00
GP353F,202,408.5mm,1,0,,,408.5,,2023-07-10 08:11:22
GP353F,41,322.6mm,1,0,,,322.6,,2023-07-10 08:11:34
GP353F,40,240.5mm,1,0,,,240.5,,2023-07-10 08:11:48
GP353F,40,200.9mm,2,0,,,200.9,,2023-07-10 08:11:51
GP353F,114,193.5mm,1,0,,,193.5,,2023-07-10 08:12:06
GP353F,221,372.9mm,1,0,,,372.9,,2023-07-10 08:12:23
GP353F,221,338.7mm,2,0,,,338.7,,2023-07-10 08:12:28
GP353F,221,334.6mm,3,0,,,334.6,,2023-07-10 08:12:33
GP353F,221,327.6mm,4,0,,,327.6,,2023-07-10 08:12:38
GP353F,221,356.2mm,5,0,,,356.2,,2023-07-10 08:12:41
GP353F,221,300.6mm,6,0,,,300.6,,2023-07-10 08:12:46
GP353F,14,332.7mm,1,0,,,332.7,,2023-07-10 08:13:08
GP353F,14,284.3mm,2,0,,,284.3,,2023-07-10 08:13:15
GP353F,14,300.5mm,3,0,,,300.5,,2023-07-10 08:13:19
GP353F,14,307.3mm,4,0,,,307.3,,2023-07-10 08:13:22
GP353F,14,283.5mm,5,0,,,283.5,,2023-07-10 08:13:26
GP353F,14,291.5mm,6,0,,,291.5,,2023-07-10 08:13:29
GP353F,14,339.3mm,7,0,,,339.3,,2023-07-10 08:13:32
GP353F,14,305.5mm,8,0,,,305.5,,2023-07-10 08:13:35
GP353F,14,336.6mm,9,0,,,336.6,,2023-07-10 08:13:38
GP353F,14,335.8mm,10,0,,,335.8,,2023-07-10 08:13:41
GP353F,14,256.6mm,11,0,,,256.6,,2023-07-10 08:13:45
GP353F,14,254.5mm,12,0,,,254.5,,2023-07-10 08:13:48
GP353F,14,355.8mm,13,0,,,355.8,,2023-07-10 08:13:51
GP353F,14,311.0mm,14,0,,,311.0,,2023-07-10 08:13:53
GP353F,14,272.7mm,15,0,,,272.7,,2023-07-10 08:13:56
GP353F,14,255.0mm,16,0,,,255.0,,2023-07-10 08:13:59
GP353F,410,279.8mm,1,0,,,279.8,,2023-07-10 08:14:28
GP353F,410,223.6mm,2,0,,,223.6,,2023-07-10 08:14:33
GP353F,410,143.6mm,3,0,,,143.6,,2023-07-10 08:14:36
GP353F,410,240.0mm,4,0,,,240.0,,2023-07-10 08:14:40
GP353F,410,230.3mm,5,0,,,230.3,,2023-07-10 08:14:42
GP353F,410,288.1mm,6,0,,,288.1,,2023-07-10 08:14:45
GP353F,410,281.8mm,7,0,,,281.8,,2023-07-10 08:14:48
GP353F,410,226.9mm,8,0,,,226.9,,2023-07-10 08:14:51
GP353F,410,223.9mm,9,0,,,223.9,,2023-07-10 08:14:54
GP353F,410,261.1mm,10,0,,,261.1,,2023-07-10 08:14:57
GP353F,410,223.9mm,11,0,,,223.9,,2023-07-10 08:15:00
GP353F,410,289.9mm,12,0,,,289.9,,2023-07-10 08:15:03
GP353F,410,143.7mm,13,0,,,143.7,,2023-07-10 08:15:06
GP353F,410,259.4mm,14,0,,,259.4,,2023-07-10 08:15:09
,,,,,,,,,
GP350F,23,245.7mm,1,0,,,245.7,,2023-07-10 10:38:26
GP350F,23,208.2mm,2,0,,,208.2,,2023-07-10 10:38:30
GP350F,23,234.5mm,3,0,,,234.5,,2023-07-10 10:38:34
GP350F,23,215.1mm,4,0,,,215.1,,2023-07-10 10:38:36
GP350F,23,228.7mm,5,0,,,228.7,,2023-07-10 10:38:39
GP350F,23,233.0mm,6,0,,,233.0,,2023-07-10 10:38:42
GP350F,23,224.3mm,7,0,,,224.3,,2023-07-10 10:38:45
GP350F,23,251.3mm,8,0,,,251.3,,2023-07-10 10:38:49
GP350F,23,196.7mm,9,0,,,196.7,,2023-07-10 10:38:53
GP350F,23,161.4mm,10,0,,,161.4,,2023-07-10 10:38:56
GP350F,23,192.6mm,11,0,,,192.6,,2023-07-10 10:39:00
GP350F,23,212.5mm,12,0,,,212.5,,2023-07-10 10:39:03
GP350F,23,272.6mm,13,0,,,272.6,,2023-07-10 10:39:08
GP350F,23,154.8mm,14,0,,,154.8,,2023-07-10 10:39:12
GP350F,23,263.3mm,15,0,,,263.3,,2023-07-10 10:39:15
GP350F,23,172.2mm,16,0,,,172.2,,2023-07-10 10:39:22
GP350F,23,213.1mm,17,0,,,213.1,,2023-07-10 10:39:26
GP350F,23,328.9mm,18,0,,,328.9,,2023-07-10 10:39:33
GP350F,23,207.6mm,19,0,,,207.6,,2023-07-10 10:39:39
GP350F,23,221.9mm,20,0,,,221.9,,2023-07-10 10:39:43
GP350F,23,140.2mm,21,0,,,140.2,,2023-07-10 10:39:47
GP350F,23,223.5mm,22,0,,,223.5,,2023-07-10 10:39:52
GP350F,23,219.8mm,23,0,,,219.8,,2023-07-10 10:39:55
GP350F,23,176.2mm,24,0,,,176.2,,2023-07-10 10:39:58
GP350F,23,166.6mm,25,0,,,166.6,,2023-07-10 10:40:01
GP350F,23,225.8mm,26,0,,,225.8,,2023-07-10 10:40:06
GP350F,23,168.4mm,27,0,,,168.4,,2023-07-10 10:40:09
GP350F,23,181.9mm,28,0,,,181.9,,2023-07-10 10:40:13
GP350F,23,208.6mm,29,0,,,208.6,,2023-07-10 10:40:16
GP350F,23,238.9mm,30,0,,,238.9,,2023-07-10 10:40:19
GP350F,23,167.1mm,31,0,,,167.1,,2023-07-10 10:40:22
GP350F,23,212.5mm,32,0,,,212.5,,2023-07-10 10:40:27
GP350F,23,216.5mm,33,0,,,216.5,,2023-07-10 10:40:36
GP350F,23,237.7mm,34,0,,,237.7,,2023-07-10 10:40:39
GP350F,23,212.6mm,35,0,,,212.6,,2023-07-10 10:40:42
GP350F,23,171.6mm,36,0,,,171.6,,2023-07-10 10:40:45
GP350F,23,244.0mm,37,0,,,244.0,,2023-07-10 10:40:47
GP350F,23,235.7mm,38,0,,,235.7,,2023-07-10 10:40:50
GP350F,23,233.2mm,39,0,,,233.2,,2023-07-10 10:40:53
GP350F,23,196.8mm,40,0,,,196.8,,2023-07-10 10:40:56
GP350F,23,202.5mm,41,0,,,202.5,,2023-07-10 10:40:59
GP350F,23,171.7mm,42,0,,,171.7,,2023-07-10 10:41:03
GP350F,23,150.4mm,43,0,,,150.4,,2023-07-10 10:41:06
GP350F,23,229.6mm,44,0,,,229.6,,2023-07-10 10:41:09
GP350F,23,181.4mm,45,0,,,181.4,,2023-07-10 10:41:12
GP350F,23,195.8mm,46,0,,,195.8,,2023-07-10 10:41:15
GP350F,23,239.3mm,47,0,,,239.3,,2023-07-10 10:41:18
GP350F,23,184.6mm,48,0,,,184.6,,2023-07-10 10:41:21
GP350F,23,194.5mm,49,0,,,194.5,,2023-07-10 10:41:24
GP350F,23,186.2mm,50,0,,,186.2,,2023-07-10 10:41:28
GP350F,23,187.5mm,51,0,,,187.5,,2023-07-10 10:41:31
GP350F,23,181.4mm,52,0,,,181.4,,2023-07-10 10:41:34
GP350F,23,208.4mm,53,0,,,208.4,,2023-07-10 10:41:37
GP350F,23,166.6mm,54,0,,,166.6,,2023-07-10 10:41:40
GP350F,23,245.3mm,55,0,,,245.3,,2023-07-10 10:41:43
GP350F,23,122.3mm,56,0,,,122.3,,2023-07-10 10:41:50
GP350F,23,204.2mm,57,0,,,204.2,,2023-07-10 10:41:54
GP350F,23,180.2mm,58,0,,,180.2,,2023-07-10 10:41:57
GP350F,23,212.2mm,59,0,,,212.2,,2023-07-10 10:42:00
GP350F,23,266.0mm,60,0,,,266.0,,2023-07-10 10:42:03
GP350F,23,228.6mm,61,0,,,228.6,,2023-07-10 10:42:06
GP350F,23,177.3mm,62,0,,,177.3,,2023-07-10 10:42:09
GP350F,23,181.7mm,63,0,,,181.7,,2023-07-10 10:42:12
GP350F,23,140.1mm,64,0,,,140.1,,2023-07-10 10:42:15
GP350F,23,185.1mm,65,0,,,185.1,,2023-07-10 10:42:18
GP350F,23,213.1mm,66,0,,,213.1,,2023-07-10 10:42:21
GP350F,23,191.5mm,67,0,,,191.5,,2023-07-10 10:42:26
GP350F,23,152.3mm,68,0,,,152.3,,2023-07-10 10:42:29
GP350F,23,238.9mm,69,0,,,238.9,,2023-07-10 10:42:32
GP350F,23,177.1mm,70,0,,,177.1,,2023-07-10 10:42:35
GP350F,23,135.6mm,71,0,,,135.6,,2023-07-10 10:42:38
GP350F,23,258.7mm,72,0,,,258.7,,2023-07-10 10:42:41
GP350F,23,161.9mm,73,0,,,161.9,,2023-07-10 10:42:47
GP350F,23,194.2mm,74,0,,,194.2,,2023-07-10 10:42:51
GP350F,23,174.5mm,75,0,,,174.5,,2023-07-10 10:42:54
GP350F,23,161.7mm,76,0,,,161.7,,2023-07-10 10:42:57
GP350F,23,238.0mm,77,0,,,238.0,,2023-07-10 10:43:00
GP350F,23,166.4mm,78,0,,,166.4,,2023-07-10 10:43:04
GP350F,23,271.0mm,79,0,,,271.0,,2023-07-10 10:43:07
GP350F,23,266.7mm,80,0,,,266.7,,2023-07-10 10:43:11
GP350F,23,242.3mm,81,0,,,242.3,,2023-07-10 10:43:15
GP350F,23,212.3mm,82,0,,,212.3,,2023-07-10 10:43:18
GP350F,23,208.4mm,83,0,,,208.4,,2023-07-10 10:43:22
GP350F,23,242.2mm,84,0,,,242.2,,2023-07-10 10:43:25
GP350F,23,264.7mm,85,0,,,264.7,,2023-07-10 10:43:28
GP350F,23,207.9mm,86,0,,,207.9,,2023-07-10 10:43:31
GP350F,23,224.6mm,87,0,,,224.6,,2023-07-10 10:43:34
GP350F,23,192.1mm,88,0,,,192.1,,2023-07-10 10:43:37
GP350F,23,171.8mm,89,0,,,171.8,,2023-07-10 10:43:40
GP350F,23,172.6mm,90,0,,,172.6,,2023-07-10 10:43:43
GP350F,23,169.5mm,91,0,,,169.5,,2023-07-10 10:43:46
GP350F,23,212.3mm,92,0,,,212.3,,2023-07-10 10:43:48
GP350F,23,138.8mm,93,0,,,138.8,,2023-07-10 10:43:51
GP350F,23,173.2mm,94,0,,,173.2,,2023-07-10 10:43:55
GP350F,23,189.9mm,95,0,,,189.9,,2023-07-10 10:43:58
GP350F,23,158.1mm,96,0,,,158.1,,2023-07-10 10:44:01
GP350F,23,238.8mm,97,0,,,238.8,,2023-07-10 10:44:04
GP350F,23,231.6mm,98,0,,,231.6,,2023-07-10 10:44:10
GP350F,23,150.0mm,99,0,,,150.0,,2023-07-10 10:44:12
GP350F,23,159.1mm,100,0,,,159.1,,2023-07-10 10:44:15
GP350F,40,313.8mm,1,0,,,313.8,,2023-07-10 10:44:46
GP350F,40,410.4mm,2,0,,,410.4,,2023-07-10 10:44:48
GP350F,40,311.9mm,3,0,,,311.9,,2023-07-10 10:44:51
GP350F,40,284.7mm,4,0,,,284.7,,2023-07-10 10:44:54
GP350F,40,325.0mm,5,0,,,325.0,,2023-07-10 10:44:57
GP350F,40,297.9mm,6,0,,,297.9,,2023-07-10 10:45:00
GP350F,40,290.6mm,7,0,,,290.6,,2023-07-10 10:45:03
GP350F,40,374.2mm,8,0,,,374.2,,2023-07-10 10:45:05
GP350F,40,358.2mm,9,0,,,358.2,,2023-07-10 10:45:08
GP350F,40,337.2mm,10,0,,,337.2,,2023-07-10 10:45:10
GP350F,40,294.4mm,11,0,,,294.4,,2023-07-10 10:45:13
GP350F,40,304.9mm,12,0,,,304.9,,2023-07-10 10:45:15
GP350F,40,270.2mm,13,0,,,270.2,,2023-07-10 10:45:19
GP350F,40,301.8mm,14,0,,,301.8,,2023-07-10 10:45:22
GP350F,40,107.4mm,15,0,,,107.4,,2023-07-10 10:45:24
GP350F,40,292.1mm,16,0,,,292.1,,2023-07-10 10:45:27
GP350F,40,326.5mm,17,0,,,326.5,,2023-07-10 10:45:30
GP350F,40,365.2mm,18,0,,,365.2,,2023-07-10 10:45:33
GP350F,40,265.0mm,19,0,,,265.0,,2023-07-10 10:45:36
GP350F,40,343.9mm,20,0,,,343.9,,2023-07-10 10:45:39
GP350F,40,306.5mm,21,0,,,306.5,,2023-07-10 10:45:42
GP350F,40,318.7mm,22,0,,,318.7,,2023-07-10 10:45:44
GP350F,40,360.5mm,23,0,,,360.5,,2023-07-10 10:45:47
GP350F,40,180.4mm,24,0,,,180.4,,2023-07-10 10:45:49
GP350F,40,282.7mm,25,0,,,282.7,,2023-07-10 10:45:52
GP350F,40,305.4mm,26,0,,,305.4,,2023-07-10 10:45:55
GP350F,40,261.4mm,27,0,,,261.4,,2023-07-10 10:45:58
