Bottom_Temperature,Cables,check validation,Clock_time,Comment,Constant1,Date,Dawn,day_month,Depth,DeviceID,DeviceName,Diff_time,Diff_time_end,Diff_time_end_clock,Diff_time_mid,Diff_time_mid_clock,Diff_time_start,Diff_time_start_clock,Dusk,End_time_clock,Esonar file,Females,Flag,g_ClipboardData,GPA_lat,GPA_lat_end,GPA_lat_mid,GPA_lat_start,GPA_lon,GPA_lon_end,GPA_lon_mid,GPA_lon_start,GPA_N,GPA_N_end,GPA_N_mid,GPA_N_start,GPA_time,GPA_time_end,GPA_time_mid,GPA_time_start,GPA_W,GPA_W_end,GPA_W_mid,GPA_W_start,GPNumber,GPNumber_clean,GPnumberTownum,gStart_Time,id,Latitude,Latitude_end,Latitude_mid,Latitude_start,Longitude,Longitude_end,Longitude_mid,Longitude_start,Males,Mid_time_clock,minilog,Minilog_file,Minilog_file_code,Minilog_file_seq,Minilog_file_seq2,Net_end,Net_start,percent5,Photo_file,Progress,Result,ResultfromGPS,Speed Comment,Start_odii_headline_code,Start_odii_headline_file,Start_odii_Tilt_code,Start_odii_Tilt_file,Start_time_clock,Stop_timer,Sunrise,Sunset,Text,Timestamp,Total,Tow Quality,Trawl Number,Validate,Zone
2.89,75,1,11:40:18,,1,14.07.2022,05:06:00,14/7,22,28001,COM8,42018,-1,0,149,150,299,301,21:45:00,11:40:18,GP323F.TXT,,00:04:59,,,4737.6722,4737.6810,4737.6961,,06100.129,06100.005,06059.877,,N,N,N,,11:40:19,11:37:49,11:35:19,,W,W,W,GP323F,GP323F,GP323F_6,11:35:17,9B72C440-71F9-FD46-8B9B-D0B0F5BAE299,,47.62787,47.62801667,47.62826833,,-61.00215,-61.00008333,-60.99795,,11:37:48,,10,6385,10,0,11:42:54,,99.66666667,,99.66666667,,"N;06100.1279;W;1;10;1.3;3.8;M;;M;;*44
$GPGLL;4737.6724;N;06100.1279;W;144018;A*3A
$GPRMC;144018;A;4737.6724;N;06100.1279;W;2.2;265.8;140722;17.9;W*40
$GPVTG;;T;283.7;M;2.2;N;4.0;K*6A
$GPZDA;144018;14;07;2022;03;00*43
$GPGGA;144019;4737.6722;N;06100.1290;W;1;10;1.3;7.0;M;;M;;",STABLE ~ 2.1 KTS,C11121,C1112GP323F,H1065,H1065GP323F,11:35:17,0,05:43:00,21:08:00,$CCGPQ;GGA,,,Good,6,,ZoneF
0.91,75,1,13:01:18,,1,14.07.2022,05:06:00,14/7,29,28001,COM8,46878,0,0,150,151,300,302,21:45:00,13:01:18,GP325F.TXT,,00:05:00,,,4746.7753,4746.6968,4746.6108,,06057.467,06057.419,06057.395,,N,N,N,,13:01:18,12:58:48,12:56:18,,W,W,W,GP325F,GP325F,GP325F_7,12:56:16,2803EDA8-1737-CE4F-A083-2E47167DE006,,47.77958833,47.77828,47.77684667,,-60.95778333,-60.95698333,-60.95658333,,12:58:47,,11,6385,11,0,13:03:43,,99.66666667,,99.66666667,,"48;N;06057.4675;W;160117;A*31
$GPRMC;160117;A;4746.7748;N;06057.4675;W;2.1;337.8;140722;17.9;W*4E
$GPVTG;;T;355.7;M;2.1;N;3.9;K*6D
$GPZDA;160117;14;07;2022;03;00*4B
$GPGGA;160118;4746.7753;N;06057.4678;W;1;08;2.0;4.7;M;;M;;*46
$GPGLL;4746.7753;N;06057.4678;W;160118;A*39
$GP",STABLE ~ 2.2 KTS,C11121,C1112GP325F,H1065,H1065GP325F,12:56:16,0,05:43:00,21:08:00,$CCGPQ;GGA,,,Good,7,,ZoneF
1.66,100,1,14:17:49,,1,14.07.2022,05:06:00,14/7,37,28001,COM8,51469,-1,0,151,151,299,302,21:45:00,14:17:49,GP335F.TXT,,00:05:00,,,4746.2646,4746.2503,4746.2395,,06049.869,06049.746,06049.623,,N,N,N,,14:17:50,14:15:18,14:12:50,,W,W,W,GP335F,GP335F,GP335F_8,14:12:47,A6D48710-AF54-E64C-8027-2BBEB47D1D77,,47.77107667,47.77083833,47.77065833,,-60.83115,-60.8291,-60.82705,,14:15:18,,12,6385,12,0,14:21:08,14:09:36,99.66666667,,99.66666667,,"GA;171749;4746.2646;N;06049.8691;W;1;11;1.3;5.3;M;;M;;*4D
$GPGLL;4746.2646;N;06049.8691;W;171749;A*3F
$GPRMC;171749;A;4746.2646;N;06049.8691;W;2.0;278.8;140722;17.9;W*4B
$GPVTG;;T;296.8;M;2.0;N;3.8;K*6C
$GPZDA;171749;14;07;2022;03;00*46
$GPGGA;171750;4746.2646;N;06049.8698;W",STABLE ~ 2.1 KTS,C11121,C1112GP335F,H1065,H1065GP335F,14:12:47,0,05:43:00,21:08:00,$CCGPQ;GGA,,,Good,8,,ZoneF
7.2,375,1,16:10:53,,1,14.07.2022,05:06:00,14/7,127,28001,COM8,58253,0,0,150,151,301,302,21:45:00,16:10:53,GP344F.TXT,,00:05:00,,,4745.8572,4745.8195,4745.7860,,06035.618,06035.508,06035.395,,N,N,N,,16:10:53,16:08:23,16:05:52,,W,W,W,GP344F,GP344F,GP344F_9,16:05:51,8D7BB273-745B-D540-9203-276B82864E05,,47.76428667,47.76365833,47.7631,,-60.59363333,-60.5918,-60.58991667,,16:08:22,,13,6385,13,0,16:24:57,,100.3333333,,100.3333333,,"45.8570;N;06035.6179;W;2.2;298.6;140722;17.9;W*41
$GPVTG;;T;316.6;M;2.2;N;4.0;K*66
$GPZDA;191052;14;07;2022;03;00*45
$GPGGA;191053;4745.8572;N;06035.6189;W;1;10;1.3;9.3;M;;M;;*44
$GPGLL;4745.8572;N;06035.6189;W;191053;A*3B
$GPRMC;191053;A;4745.8572;N;06035.6189;W;2.3;298.1;1",STABLE ~ 2.1 KTS,C11121,C1112GP344F,H1065,H1065GP344F,16:05:51,0,05:43:00,21:08:00,$CCGPQ;GGA,,,Good,9,,ZoneF
6.81,325,1,17:27:45,,1,14.07.2022,05:06:00,14/7,106,28001,COM8,62865,0,0,149,150,299,301,21:45:00,17:27:45,GP341F.TXT,,00:05:00,,,4748.7923,4748.7100,4748.6261,,06041.354,06041.331,06041.309,,N,N,N,,17:27:45,17:25:16,17:22:46,,W,W,W,GP341F,GP341F,GP341F_10,17:22:44,BA3DCAA6-729E-EC4F-9F2D-C5E047515AE9,,47.813205,47.81183333,47.810435,,-60.68923333,-60.68885,-60.68848333,,17:25:15,,14,6385,14,0,17:38:36,17:21:12,99.66666667,,99.66666667,,"
$GPGGA;202745;4748.7923;N;06041.3544;W;1;09;1.8;0.0;M;;M;;*4D
$GPGLL;4748.7923;N;06041.3544;W;202745;A*3B
$GPRMC;202745;A;4748.7923;N;06041.3544;W;2.1;346.6;140722;17.9;W*4C
$GPVTG;;T;4.6;M;2.1;N;3.9;K*6B
$GPZDA;202745;14;07;2022;03;00*4D
$GPGGA;202746;4748.7928;N;06041.35",STABLE ~ 2.1 KTS,C11121,C1112GP341F,H1065,H1065GP341F,17:22:44,0,05:43:00,21:08:00,$CCGPQ;GGA,,,Good,10,,ZoneF
1.03,125,1,18:55:26,,1,14.07.2022,05:06:00,14/7,39,28001,COM8,68126,0,0,149,150,299,301,21:45:00,18:55:26,GP331F.TXT,,00:04:59,,,4749.9937,4749.9128,4749.8248,,06053.891,06053.911,06053.917,,N,N,N,,18:55:26,18:52:57,18:50:27,,W,W,W,GP331F,GP331F,GP331F_11,18:50:25,FE8989E8-0505-944C-BEB0-47B626ACB0D4,,47.83322833,47.83188,47.83041333,,-60.89818333,-60.89851667,-60.89861667,,18:52:56,,15,6385,15,0,18:59:46,18:47:57,99.66666667,,99.66666667,,";;T;26.3;M;2.0;N;3.7;K*51
$GPZDA;215525;14;07;2022;03;00*4F
$GPGGA;215526;4749.9937;N;06053.8917;W;1;10;1.5;1.3;M;;M;;*43
$GPGLL;4749.9937;N;06053.8917;W;215526;A*32
$GPRMC;215526;A;4749.9937;N;06053.8917;W;2.1;8.5;140722;17.9;W*4F
$GPVTG;;T;26.5;M;2.1;N;3.9;K*58
$GPZDA;215",STABLE ~ 2.1 KTS,C11121,C1112GP331F,H1065,H1065GP331F,18:50:25,0,05:43:00,21:08:00,$CCGPQ;GGA,,,Good,11,,ZoneF
1.11,150,1,19:56:53,,1,14.07.2022,05:06:00,14/7,46,28001,COM8,71813,0,0,150,150,299,301,21:45:00,19:56:53,GP324F.TXT,,00:04:59,,,4754.7900,4754.7041,4754.6215,,06057.642,06057.645,06057.618,,N,N,N,,19:56:53,19:54:23,19:51:54,,W,W,W,GP324F,GP324F,GP324F_12,19:51:52,0206691A-5FC7-B146-B069-AD4C220AACB1,,47.91316667,47.911735,47.91035833,,-60.9607,-60.96075,-60.9603,,19:54:23,,16,6385,16,0,20:02:17,19:49:34,99.66666667,,99.66666667,28001,"GPGLL;4754.7895;N;06057.6425;W;225652;A*3C
$GPRMC;225652;A;4754.7895;N;06057.6425;W;2.1;6.5;140722;17.9;W*4F
$GPVTG;;T;24.5;M;2.1;N;3.9;K*5A
$GPZDA;225652;14;07;2022;03;00*4F
$GPGGA;225653;4754.7900;N;06057.6423;W;1;10;1.3;1.0;M;;M;;*42
$GPGLL;4754.7900;N;06057.6423;W;225653",STABLE ~ 2.1 KTS,C11121,C1112GP324F,H1065,H1065GP324F,19:51:52,0,05:43:00,21:08:00,$CCGPQ;GGA,,,Good,12,,ZoneF
7.09,475,1,05:26:26,,1,15.07.2022,05:07:00,15/7,155,28001,COM8,19586,0,0,149,150,301,301,21:44:00,05:26:26,GP320F.TXT,,00:05:00,,,4801.9445,4801.8804,4801.8155,,06101.168,06101.082,06100.990,,N,N,N,,05:26:26,05:23:57,05:21:25,,W,W,W,GP320F,GP320F,GP320F_1,05:21:25,EE2DC8C8-68CF-294E-9C58-E5938E8A23B5,,48.03240833,48.03134,48.03025833,,-61.01946667,-61.01803333,-61.0165,,05:23:56,,17,6385,17,0,05:44:17,05:14:09,100.3333333,,100.3333333,,";336.8;M;2.3;N;4.3;K*68
$GPZDA;082625;15;07;2022;03;00*41
$GPGGA;082626;4801.9445;N;06101.1688;W;1;09;1.3;10.0;M;;M;;*7C
$GPGLL;4801.9445;N;06101.1688;W;082626;A*30
$GPRMC;082626;A;4801.9445;N;06101.1688;W;2.4;318.5;150722;18.0;W*4D
$GPVTG;;T;336.6;M;2.4;N;4.4;K*66
$GPZDA;0",FORCE A CAUSE DE VASE ~ 2.2 KTS,C11121,C1112GP320F,H1065,H1065GP320F,05:21:25,0,05:44:00,21:07:00,$CCGPQ;GGA,,,Good,1,,Zone12
7.06,500,1,06:59:49,,1,15.07.2022,05:07:00,15/7,166,28001,COM8,25189,0,0,150,150,300,301,21:44:00,06:59:49,GP312F.TXT,,00:05:00,,,4805.0513,4804.9658,4804.8826,,06106.467,06106.458,06106.425,,N,N,N,,06:59:49,06:57:19,06:54:49,,W,W,W,GP312F,GP312F,GP312F_2,06:54:48,7C8282D5-9B34-9C41-9350-E3D47938F8B2,,48.08418833,48.08276333,48.08137667,,-61.10778333,-61.10763333,-61.10708333,,06:57:19,,18,6385,18,0,07:17:42,,100,,100,,"7;K*52
$GPZDA;095948;15;07;2022;03;00*43
$GPGGA;095949;4805.0513;N;06106.4670;W;1;11;1.3;8.3;M;;M;;*45
$GPGLL;4805.0513;N;06106.4670;W;095949;A*3A
$GPRMC;095949;A;4805.0513;N;06106.4670;W;2.0;356.3;150722;18.0;W*4F
$GPVTG;;T;14.3;M;2.0;N;3.7;K*50
$GPZDA;095949;15;07;2022;03",FORCE A CAUSE DE VASE ~ 2.1 KTS,C11121,C1112GP312F,H1065,H1065GP312F,06:54:48,0,05:44:00,21:07:00,$CCGPQ;GGA,,,Good,2,,Zone12
1.31,125,1,08:39:19,,1,15.07.2022,05:07:00,15/7,45,28001,COM8,31159,0,0,151,151,300,302,21:44:00,08:39:19,GP313F.TXT,,00:05:00,,,4758.1241,4758.1483,4758.1777,,06105.998,06106.122,06106.248,,N,N,N,,08:39:19,08:36:48,08:34:19,,W,W,W,GP313F,GP313F,GP313F_3,08:34:17,50847B13-B904-644B-8798-AA025E713A48,,47.968735,47.96913833,47.96962833,,-61.09996667,-61.10203333,-61.10413333,,08:36:48,,19,6385,19,0,08:42:52,08:33:36,100,,100,,".2;105.1;150722;18.0;W*4C
$GPVTG;;T;123.1;M;2.2;N;4.1;K*64
$GPZDA;113918;15;07;2022;03;00*49
$GPGGA;113919;4758.1241;N;06105.9980;W;1;09;1.8;4.7;M;;M;;*4D
$GPGLL;4758.1241;N;06105.9980;W;113919;A*38
$GPRMC;113919;A;4758.1241;N;06105.9980;W;2.4;105.4;150722;18.0;W*4A
$GPVTG;",STABLE ~ 2.2 KTS,C11121,C1112GP313F,H1065,H1065GP313F,08:34:17,0,05:44:00,21:07:00,$CCGPQ;GGA,,,Good,3,,ZoneF
0.79,100,1,09:50:11,CHALUT DÉCHIRÉ (POCHE ET BELLY),1,15.07.2022,05:07:00,15/7,35,28001,COM8,35411,0,0,148,150,300,301,21:44:00,09:50:11,GP326F.TXT,,00:05:00,,,4752.4096,4752.4790,4752.5555,,06104.152,06104.227,06104.287,,N,N,N,,09:50:11,09:47:43,09:45:11,,W,W,W,GP326F,GP326F,GP326F_4,09:45:10,85744315-31FF-8B4D-8E74-BF4C97ACD179,,47.87349333,47.87465,47.875925,,-61.0692,-61.07045,-61.07145,,09:47:41,,20,6385,20,0,09:53:27,09:43:22,100,,100,,"A;125010;15;07;2022;03;00*4D
$GPGGA;125011;4752.4096;N;06104.1524;W;1;09;1.5;-1.1;M;;M;;*66
$GPGLL;4752.4096;N;06104.1524;W;125011;A*30
$GPRMC;125011;A;4752.4096;N;06104.1524;W;2.2;141.3;150722;17.9;W*45
$GPVTG;;T;159.3;M;2.2;N;4.0;K*6A
$GPZDA;125011;15;07;2022;03;00*4C
$GP",FORCE ~ 2.2 KTS,C11121,C1112GP326F,H1065,H1065GP326F,09:45:10,0,05:44:00,21:07:00,$CCGPQ;GGA,,,Bad,4,,ZoneF
0.79,100,1,11:01:32,CHALUT DÉCHIRÉ (POCHE ET BELLY),1,15.07.2022,05:07:00,15/7,35,28001,COM8,39692,0,0,149,150,298,301,21:44:00,11:01:32,GP326FR1.TXT,,00:05:00,,,4752.5924,4752.6702,4752.7533,,06103.701,06103.768,06103.824,,N,N,N,,11:01:32,10:59:03,10:56:34,,W,W,W,GP326FR1,GP326FR1,GP326FR1_5,10:56:31,32400D1C-CA43-3F46-B43B-7DED8B2BC373,,47.87654,47.87783667,47.87922167,,-61.06168333,-61.0628,-61.06373333,,10:59:02,,21,6385,21,0,11:05:00,10:55:13,99.33333333,,99.33333333,,";167.6;M;2.4;N;4.4;K*60
$GPZDA;140131;15;07;2022;03;00*4C
$GPGGA;140132;4752.5924;N;06103.7014;W;1;07;2.0;1.3;M;;M;;*44
$GPGLL;4752.5924;N;06103.7014;W;140132;A*35
$GPRMC;140132;A;4752.5924;N;06103.7014;W;2.4;149.5;150722;17.9;W*48
$GPVTG;;T;167.5;M;2.4;N;4.4;K*63
$GPZDA;14",ACCROCHE ET FORCE ~ 2.2 KTS,C11121,C1112GP326FR1,H1065,H1065GP326FR1,10:56:31,0,05:44:00,21:07:00,$CCGPQ;GGA,,,Bad,5,,ZoneF
