Year,Month,Day,townumber,towid,species,numbercaught,weightcaught,presence,english,latin,french,species.logbook,comment
1990,7,25,4,114,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,25,5,115,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,25,5,115,40,30,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,7,25,5,115,41,NA,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,pas dans le logbook,
1990,7,25,5,115,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,25,5,115,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,1 crate
1990,7,25,6,116,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,25,6,116,35,1,NA,1,Hake,Merluccius sp.,Merlus,barbue,
1990,7,25,6,116,41,500,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,25,6,116,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,25,6,116,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,25,7,117,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,25,7,117,202,1,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,25,7,117,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,25,8,118,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,25,8,118,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,25,8,118,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,25,8,118,6400,50,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,25,9,119,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,25,9,119,40,30,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,7,25,9,119,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,25,9,119,4320,1,NA,1,Scallops,Pectinidae f.,Pétoncles,pétoncle d'islande,
1990,7,25,9,119,6400,25,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,25,10,120,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,25,10,120,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,25,10,120,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,25,10,120,6400,50,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,25,11,121,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,25,11,121,40,50,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,7,25,11,121,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,25,11,121,202,2,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,25,11,121,6400,50,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,26,1,122,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,26,1,122,41,100,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,26,1,122,598,5,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,26,1,122,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,26,2,123,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,26,2,123,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,26,2,123,2520,5,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,26,2,123,6100,200,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer 5 pointe orange,
1990,7,26,3,124,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,26,3,124,35,1,NA,1,Hake,Merluccius sp.,Merlus,barbue,
1990,7,26,3,124,40,100,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,7,26,3,124,41,2,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,26,3,124,2520,5,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,26,3,124,6300,25,NA,1,Basket star unspecified,Gorgonocephalidae;asteronychidae,Fausse étoile de mer non spécifiée,corne de cerf,
1990,7,26,4,125,,10,NA,1,,,,plie,
1990,7,26,4,125,,5,NA,1,,,,oursin,
1990,7,26,5,126,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,26,5,126,41,75,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,28,1,127,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,28,1,127,6400,100,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,28,2,128,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,28,2,128,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,28,3,129,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,28,3,129,41,100,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,28,3,129,598,5,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,28,3,129,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,28,3,129,4320,5,NA,1,Scallops,Pectinidae f.,Pétoncles,pétoncle  ,
1990,7,28,3,129,6300,3,NA,1,Basket star unspecified,Gorgonocephalidae;asteronychidae,Fausse étoile de mer non spécifiée,corne de cerf,
1990,7,28,3,129,6400,200,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,29,1,130,,NA,NA,1,,,,quelques poissons,
1990,7,29,2,131,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,29,2,131,23,15,NA,1,Redfish unspecified,Sebastes sp.,Sébaste non spécifié,poisson rouge,
1990,7,29,2,131,41,10,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,29,3,132,23,20,NA,1,Redfish unspecified,Sebastes sp.,Sébaste non spécifié,poisson rouge,
1990,7,29,3,132,41,10,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,29,3,132,202,15,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,29,3,132,6100,200,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile jaune 5 pattes,
1990,7,29,3,132,,20,NA,1,,,,plie canadienne,
1990,7,29,4,133,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,29,4,133,23,30,NA,1,Redfish unspecified,Sebastes sp.,Sébaste non spécifié,poisson rouge,
1990,7,29,4,133,41,10,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,29,4,133,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,29,6,135,10,7,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,29,6,135,41,5,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,29,6,135,2520,2,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,29,6,135,6100,20,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile a 5 brains jaune,
1990,7,29,6,135,8600,3,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1990,7,29,6,135,,10,NA,1,,,,plie canadienne,
1990,7,29,7,136,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,29,7,136,23,75,NA,1,Redfish unspecified,Sebastes sp.,Sébaste non spécifié,poisson rouge,
1990,7,29,7,136,31,1,NA,1,Turbot / greenland halibut,Reinhardtius hippoglossoides,Flétan du Groenland,flétan du groenland,
1990,7,29,7,136,202,4,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,29,7,136,2220,20,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette pandalus,
1990,7,29,7,136,6100,200,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile jaune 5 pattes,
1990,7,29,8,137,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,29,8,137,23,15,NA,1,Redfish unspecified,Sebastes sp.,Sébaste non spécifié,poisson rouge,
1990,7,29,8,137,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,29,8,137,202,5,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,29,8,137,2220,20,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1990,7,29,8,137,6100,300,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile jaune 5 pattes,
1990,7,30,1,138,10,20,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,30,1,138,40,50,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,7,30,1,138,41,10,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,30,1,138,340,10,NA,1,Alligatorfish,Aspidophoroides monopterygius,Poisson-alligator atlantique,agone,
1990,7,30,1,138,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,30,1,138,6400,100,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,30,2,139,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,30,2,139,313,4,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,tétard(sculpin),
1990,7,30,2,139,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,30,2,139,4200,NA,NA,1,Gastropod unspecified,Gastropoda (cl.),Gastropode non spécifié,pas dans le logbook,
1990,7,30,2,139,,10,NA,1,,,,cockles,
1990,7,30,3,140,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,30,3,140,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,30,3,140,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,30,4,141,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,30,4,141,202,1,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,30,4,141,4310,5,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,espéce de palourde,
1990,7,30,4,141,6400,10,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,31,1,142,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,31,1,142,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,31,1,142,505,5,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1990,7,31,1,142,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,31,1,142,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,31,2,143,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,31,2,143,40,300,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,7,31,2,143,598,20,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,31,2,143,2520,30,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,31,2,143,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,8,4,1,145,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,4,1,145,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,4,1,145,60,1,NA,1,Atlantic herring,Clupea harengus,Hareng atlantique,hareng,
1990,8,4,1,145,2520,5,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,8,4,1,145,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,8,4,1,145,8600,NA,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge fine,
1990,8,4,2,146,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,4,2,146,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,20 crates de vase et ophiure
1990,8,4,3,147,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,4,3,147,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,4,3,147,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,4,3,147,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,8,4,4,148,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,4,4,148,41,100,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,4,4,148,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,4,4,148,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,8,4,4,148,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,4,4,148,4300,NA,NA,1,Bivalve unspecified (Class).,Bivalvia (cl.),Bivalve non spécifiée (Classe),cockles,
1990,8,4,4,148,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,8,4,4,148,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,un petit peu
1990,8,4,4,148,6400,100,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,4,5,149,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,4,5,149,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,4,5,149,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,8,4,5,149,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,20 crates  
1990,8,5,1,150,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,5,1,150,40,200,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,8,5,1,150,4210,20,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,5,2,151,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,5,2,151,40,200,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,8,5,2,151,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,5,2,151,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,8,5,2,151,4210,100,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,5,3,152,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,5,3,152,41,300,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,5,3,152,4210,20,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,5,4,153,10,15,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,5,4,153,41,500,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,5,4,153,598,5,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,5,4,153,4210,10,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,5,5,154,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,5,5,154,41,100,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,5,5,154,598,5,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,5,5,154,6400,3,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,5,6,155,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,5,6,155,202,1,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,8,5,6,155,4320,2,NA,1,Scallops,Pectinidae f.,Pétoncles,pétoncle,
1990,8,5,6,155,6110,10,NA,1,Starfish unspecified,Asterias sp.,Étoile de mer non spécifiée,???illisible,
1990,8,5,6,155,6400,50,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,5,6,155,6500,200,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,8,5,6,155,8600,5,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge qui puent,
1990,8,5,7,156,41,100,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,5,7,156,6100,5,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile 16 branches,
1990,8,5,7,156,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,2 crates
1990,8,5,8,157,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,5,8,157,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,1/4 de crates
1990,8,5,8,157,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,1 crate
1990,8,5,9,158,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,5,9,158,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,5,9,158,202,2,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,8,5,9,158,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,8,5,9,158,4210,20,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,5,9,158,6100,5,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile solaster,
1990,8,5,9,158,6400,300,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,5,9,158,8300,3,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,8,5,10,159,41,30,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,5,10,159,202,1,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,8,5,10,159,4210,20,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,5,10,159,6400,200,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,6,1,160,41,25,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,6,1,160,4210,100,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,6,1,160,6400,500,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,6,1,160,6500,50,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,8,6,2,161,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,6,2,161,41,10,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,6,2,161,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,6,2,161,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,4 crates
1990,8,6,3,162,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,6,3,162,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,8,6,3,162,598,5,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,6,3,162,6400,200,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,6,4,163,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,6,4,163,40,30,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,8,6,4,163,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,6,4,163,2520,2,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,8,6,4,163,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,2 crates
1990,8,6,4,163,6500,100,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,8,6,5,164,41,30,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,6,5,164,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,6,5,164,4310,50,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,coquille d'artica islandica,
1990,8,6,5,164,6400,100,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,6,6,165,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,6,6,165,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,6,6,165,598,10,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,6,6,165,4210,20,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,6,6,165,6400,20,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,6,6,165,6500,200,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,8,6,7,166,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,6,7,166,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,6,7,166,6500,500,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,8,6,8,167,40,50,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,8,6,8,167,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,8,6,8,167,6500,200,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,8,6,9,168,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,6,9,168,202,2,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,8,6,9,168,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,8,6,9,168,4210,20,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,6,9,168,6100,10,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),solaster,
1990,8,6,9,168,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,5 crates
1990,8,7,1,169,40,20,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,8,7,1,169,598,5,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,7,1,169,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,8,7,1,169,6100,10,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),solaster,
1990,8,7,1,169,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,5 crates
1990,8,7,2,170,41,10,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,7,2,170,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,8,7,2,170,4210,20,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,7,2,170,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,coquille d'artica islandica,2 sceaux
1990,8,7,2,170,4330,NA,NA,1,Mussel unspecified,Mytilidae (fam.),Moule non spécifié,moule noir,
1990,8,7,2,170,6100,5,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),solaster,
1990,8,7,2,170,6400,50,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,7,2,170,6500,300,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,8,7,3,171,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,7,3,171,40,100,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie,
1990,8,7,3,171,4210,10,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,7,3,171,6100,3,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),solaster,
1990,8,7,4,172,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,7,4,172,4210,30,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,7,4,172,6100,15,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),solaster,
1990,8,7,4,172,6300,20,NA,1,Basket star unspecified,Gorgonocephalidae;asteronychidae,Fausse étoile de mer non spécifiée,corne de cerf,
1990,8,7,4,172,6400,100,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,8,7,4,172,6500,50,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,8,7,5,173,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,8,7,5,173,41,100,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,8,7,5,173,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,8,7,5,173,4210,30,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,8,7,5,173,6100,20,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),solaster,
1990,8,7,5,173,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,5 crates
1990,8,7,6,174,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
